cust_id,gender,religion,employment,postal_code,number_client_calls_to_BANK,cat_number_client_calls_from_BANK,age,relationship_length
19865,M,U,Private Sector,40,3,3,31.0,2.0
19866,F,U,Public Sector,30,0,0,34.0,2.0
19867,F,O,Private Sector,20,4,1,40.0,2.0
19868,M,C,Private Sector,20,0,0,33.0,3.0
19869,M,C,Unemployed,50,0,1,,
19870,M,O,Unemployed,20,4,0,36.0,1.0
19871,M,U,Unemployed,30,1,0,30.0,3.0
19872,M,U,Public Sector,20,1,1,,
19873,F,C,Unemployed,60,0,0,38.0,2.0
19874,F,U,Public Sector,50,0,4,37.0,2.0
19875,M,M,Private Sector,40,2,0,26.0,4.0
19876,M,U,Private Sector,30,1,0,38.0,1.0
19877,M,C,Private Sector,10,5,0,42.0,1.0
19878,F,C,Self-employed,30,1,0,33.0,1.0
19879,F,U,Public Sector,80,3,4,29.0,0.0
19880,M,O,Public Sector,80,0,4,41.0,3.0
19881,F,M,Private Sector,10,1,0,28.0,2.0
19882,F,C,Private Sector,80,5,5,,
19883,M,C,Public Sector,40,2,0,35.0,2.0
19884,F,C,Self-employed,60,1,0,40.0,3.0
19885,F,M,Private Sector,40,0,0,29.0,2.0
19886,F,C,Unemployed,10,5,0,39.0,1.0
19887,M,C,Public Sector,80,4,4,30.0,1.0
19888,M,M,Private Sector,20,4,0,21.0,1.0
19889,M,C,Private Sector,30,0,1,43.0,2.0
19890,M,C,Unemployed,30,4,1,25.0,3.0
19891,M,U,Private Sector,30,1,0,19.0,3.0
19892,M,J,Public Sector,50,0,1,26.0,1.0
19893,F,U,Public Sector,20,5,1,46.0,3.0
19894,F,O,Public Sector,70,0,1,26.0,3.0
19895,F,M,Public Sector,40,0,2,38.0,2.0
19896,F,U,Private Sector,30,4,1,41.0,2.0
19897,F,O,Private Sector,20,0,0,43.0,3.0
19898,M,O,Private Sector,40,4,4,,
19899,M,J,Private Sector,30,0,0,35.0,1.0
19900,M,J,Private Sector,20,5,1,40.0,1.0
19901,F,U,Private Sector,20,2,1,31.0,0.0
19902,F,U,Private Sector,60,0,0,35.0,1.0
19903,M,J,Private Sector,30,0,0,38.0,3.0
19904,M,C,Private Sector,10,1,0,29.0,3.0
19905,M,U,Public Sector,30,1,1,31.0,3.0
19906,M,J,Private Sector,10,0,0,39.0,1.0
19907,M,C,Private Sector,30,5,4,32.0,2.0
19908,M,U,Unemployed,40,0,0,36.0,1.0
19909,M,C,Public Sector,20,0,1,34.0,3.0
19910,M,U,Private Sector,60,5,0,,
19911,F,J,Private Sector,80,0,0,39.0,0.0
19912,M,C,Private Sector,30,1,5,28.0,0.0
19913,F,C,Public Sector,20,3,0,,
19914,F,U,Public Sector,10,1,1,37.0,1.0
19915,M,U,Private Sector,30,1,1,34.0,3.0
19916,M,C,Private Sector,20,0,2,30.0,3.0
19917,F,C,Private Sector,50,1,3,40.0,4.0
19918,M,C,Public Sector,10,0,0,32.0,0.0
19919,M,J,Unemployed,80,0,0,43.0,1.0
19920,F,J,Public Sector,20,1,0,32.0,0.0
19921,F,U,Private Sector,10,0,4,28.0,2.0
19922,M,C,Public Sector,10,5,0,37.0,1.0
19923,M,C,Private Sector,40,0,0,43.0,1.0
19924,M,U,Unemployed,40,5,5,42.0,3.0
19925,F,U,Public Sector,10,0,1,38.0,0.0
19926,M,U,Public Sector,30,1,0,42.0,3.0
19927,M,U,Private Sector,70,0,2,37.0,1.0
19928,F,M,Public Sector,80,2,1,38.0,2.0
19929,M,O,Private Sector,30,5,1,,
19930,F,U,Unemployed,30,4,5,42.0,3.0
19931,M,C,Private Sector,40,0,0,49.0,1.0
19932,F,U,Public Sector,70,2,0,33.0,0.0
19933,F,C,Public Sector,20,2,1,29.0,3.0
19934,M,O,Unemployed,20,5,0,33.0,1.0
19936,F,C,Unemployed,40,0,0,27.0,2.0
19937,M,U,Public Sector,40,0,4,27.0,1.0
19938,M,J,Public Sector,50,1,1,35.0,1.0
19939,M,O,Self-employed,20,0,0,26.0,1.0
19940,M,J,Private Sector,70,0,0,33.0,3.0
19941,M,C,Public Sector,60,4,4,38.0,3.0
19942,F,U,Public Sector,10,2,0,39.0,2.0
19943,F,O,Private Sector,40,5,0,35.0,1.0
19944,M,U,Private Sector,30,0,0,34.0,3.0
19945,M,U,Private Sector,30,0,0,48.0,1.0
19946,M,U,Public Sector,70,0,0,38.0,2.0
19947,F,C,Unemployed,80,0,0,37.0,3.0
19948,M,U,Public Sector,20,3,0,39.0,1.0
19949,M,C,Unemployed,60,4,0,39.0,2.0
19950,F,J,Private Sector,30,0,1,30.0,3.0
19951,F,U,Private Sector,30,0,1,32.0,2.0
19952,F,C,Public Sector,30,3,1,43.0,1.0
19953,F,C,Self-employed,20,1,4,,
19954,F,O,Private Sector,50,0,1,36.0,3.0
19955,F,U,Public Sector,20,5,0,,
19956,M,C,Unemployed,50,3,1,,
19957,M,U,Private Sector,40,1,1,45.0,1.0
19958,M,U,Public Sector,30,1,1,35.0,2.0
19959,M,J,Public Sector,10,0,1,34.0,0.0
19960,M,O,Private Sector,10,3,0,33.0,4.0
19961,F,O,Private Sector,10,1,0,35.0,3.0
19962,M,C,Private Sector,40,0,2,40.0,3.0
19963,M,M,Unemployed,10,1,0,,
19964,M,C,Public Sector,70,0,0,30.0,1.0
19965,M,J,Private Sector,60,0,1,39.0,1.0
19966,M,U,Public Sector,10,2,1,29.0,3.0
19967,F,U,Private Sector,30,1,0,36.0,3.0
19968,F,M,Public Sector,30,0,3,32.0,1.0
19969,F,U,Self-employed,30,0,1,32.0,3.0
19970,M,C,Public Sector,30,2,0,40.0,2.0
19971,M,U,Unemployed,10,3,0,43.0,1.0
19972,M,U,Unemployed,10,5,5,40.0,1.0
19973,F,J,Private Sector,40,0,0,27.0,0.0
19974,M,O,Public Sector,30,0,0,34.0,0.0
19975,M,U,Public Sector,70,0,0,31.0,2.0
19976,M,U,Private Sector,40,1,5,39.0,0.0
19977,F,O,Public Sector,30,0,0,36.0,2.0
19978,F,U,Public Sector,20,0,5,40.0,2.0
19979,M,M,Private Sector,60,1,0,40.0,1.0
19980,M,C,Public Sector,50,1,0,,
19981,M,C,Private Sector,30,4,1,41.0,3.0
19982,M,U,Public Sector,40,0,1,21.0,1.0
19983,M,U,Public Sector,30,0,0,,
19984,M,U,Private Sector,30,0,5,41.0,1.0
19985,F,M,Unemployed,10,2,1,46.0,2.0
19986,F,U,Public Sector,60,3,0,42.0,1.0
19987,F,U,Public Sector,20,0,0,30.0,1.0
19988,M,U,Private Sector,50,0,5,23.0,2.0
19989,F,U,Private Sector,30,0,0,28.0,3.0
19990,M,U,Public Sector,50,3,1,33.0,2.0
19991,M,M,Public Sector,10,0,5,32.0,1.0
19992,F,M,Unemployed,70,1,0,37.0,3.0
19993,M,M,Self-employed,80,0,1,34.0,2.0
19994,M,C,Private Sector,30,5,1,31.0,1.0
19995,M,C,Public Sector,50,3,0,38.0,1.0
19996,F,J,Private Sector,20,0,4,32.0,3.0
19997,M,U,Private Sector,10,0,0,29.0,4.0
19998,M,U,Unemployed,30,1,1,33.0,1.0
19999,M,C,Public Sector,40,5,5,30.0,3.0
20000,M,C,Public Sector,70,3,5,,
20001,F,J,Private Sector,10,5,0,32.0,2.0
20002,F,J,Private Sector,10,0,5,29.0,0.0
20003,M,O,Private Sector,10,0,0,35.0,3.0
20004,F,U,Self-employed,30,0,2,43.0,0.0
20005,M,C,Private Sector,60,2,0,33.0,1.0
20006,M,C,Self-employed,10,0,1,28.0,3.0
20007,M,C,Private Sector,10,2,1,32.0,1.0
20008,F,U,Unemployed,40,5,1,37.0,3.0
20009,F,U,Self-employed,30,0,0,35.0,2.0
20010,F,U,Private Sector,10,3,0,32.0,2.0
20011,M,O,Public Sector,10,5,0,31.0,1.0
20012,M,O,Public Sector,50,0,4,36.0,4.0
20013,F,C,Private Sector,30,4,2,42.0,2.0
20014,M,U,Unemployed,40,0,0,33.0,0.0
20015,M,J,Public Sector,60,0,0,27.0,0.0
20016,M,C,Self-employed,50,2,0,42.0,3.0
20017,M,C,Unemployed,30,0,0,33.0,3.0
20018,M,U,Public Sector,40,0,1,33.0,3.0
20019,M,M,Unemployed,20,3,0,41.0,0.0
20020,M,U,Unemployed,60,0,0,41.0,1.0
20021,F,J,Self-employed,30,5,4,41.0,0.0
20022,M,C,Private Sector,20,0,5,40.0,2.0
20023,F,U,Private Sector,10,2,0,35.0,1.0
20024,M,U,Public Sector,10,0,4,29.0,2.0
20025,M,M,Private Sector,40,2,5,22.0,1.0
20026,M,J,Unemployed,20,3,2,40.0,1.0
20027,M,J,Private Sector,70,2,4,43.0,1.0
20028,M,J,Private Sector,80,1,2,31.0,2.0
20029,M,C,Private Sector,30,3,1,37.0,3.0
20030,M,M,Self-employed,40,0,0,34.0,0.0
20031,M,C,Public Sector,50,0,5,37.0,4.0
20032,M,U,Self-employed,30,0,2,30.0,0.0
20033,M,J,Public Sector,20,3,5,25.0,2.0
20034,F,C,Private Sector,10,0,5,38.0,1.0
20035,M,U,Private Sector,10,0,2,,
20036,M,U,Self-employed,30,0,5,39.0,0.0
20037,F,O,Private Sector,70,0,0,30.0,1.0
20038,F,M,Self-employed,10,1,0,31.0,2.0
20039,M,C,Private Sector,30,0,4,33.0,2.0
20040,M,U,Private Sector,10,0,1,,
20041,M,U,Unemployed,20,0,4,34.0,3.0
20042,M,C,Unemployed,20,0,4,32.0,3.0
20043,M,M,Private Sector,30,3,0,32.0,3.0
20044,M,C,Self-employed,40,0,1,32.0,3.0
20045,M,U,Unemployed,20,0,0,25.0,2.0
20046,M,U,Private Sector,30,0,1,27.0,2.0
20047,M,M,Unemployed,30,0,1,29.0,2.0
20048,M,J,Private Sector,60,5,0,38.0,1.0
20049,M,O,Private Sector,40,2,0,30.0,1.0
20050,M,C,Public Sector,30,3,0,29.0,1.0
20051,M,C,Private Sector,30,1,0,19.0,3.0
20052,M,U,Unemployed,80,3,0,34.0,1.0
20053,M,O,Unemployed,10,0,2,28.0,4.0
20054,M,C,Private Sector,20,5,5,,
20055,M,U,Unemployed,40,5,0,,
20056,M,M,Private Sector,20,5,4,33.0,3.0
20057,M,C,Self-employed,30,0,5,34.0,0.0
20058,M,U,Unemployed,40,0,1,,
20059,M,U,Private Sector,30,3,0,40.0,2.0
20060,M,J,Unemployed,70,5,0,46.0,2.0
20061,F,C,Public Sector,10,0,1,38.0,2.0
20062,M,U,Unemployed,40,0,1,,
20063,F,U,Private Sector,10,5,0,36.0,3.0
20064,F,U,Private Sector,30,0,3,32.0,3.0
20065,M,C,Public Sector,50,0,0,37.0,0.0
20066,F,U,Public Sector,40,2,0,36.0,3.0
20067,M,U,Public Sector,50,3,0,46.0,4.0
20068,F,M,Private Sector,20,5,0,,
20069,F,C,Unemployed,10,0,4,35.0,2.0
20070,M,U,Private Sector,40,3,0,32.0,1.0
20071,M,U,Unemployed,40,0,0,37.0,3.0
20072,F,O,Public Sector,50,2,0,29.0,2.0
20073,M,C,Private Sector,10,0,1,29.0,3.0
20074,M,C,Unemployed,70,1,2,,
20075,F,U,Private Sector,10,5,5,42.0,1.0
20076,F,J,Public Sector,20,0,0,34.0,2.0
20077,M,C,Unemployed,30,0,2,34.0,1.0
20078,M,U,Public Sector,70,0,4,29.0,3.0
20079,M,M,Private Sector,30,2,1,37.0,2.0
20080,M,O,Unemployed,80,0,0,35.0,3.0
20081,M,C,Public Sector,40,3,0,38.0,1.0
20082,F,U,Public Sector,40,0,0,36.0,3.0
20083,F,O,Unemployed,30,4,2,28.0,3.0
20084,M,U,Private Sector,50,1,0,32.0,2.0
20085,M,U,Unemployed,40,2,2,35.0,2.0
20086,M,C,Private Sector,10,0,2,34.0,3.0
20087,M,U,Unemployed,20,5,2,31.0,2.0
20088,F,U,Unemployed,20,0,1,38.0,1.0
20089,M,C,Private Sector,30,0,0,40.0,2.0
20090,M,U,Public Sector,30,0,0,33.0,0.0
20091,M,U,Private Sector,50,0,5,32.0,1.0
20092,F,C,Public Sector,10,0,0,41.0,1.0
20093,F,J,Public Sector,50,2,2,28.0,2.0
20094,F,C,Public Sector,60,2,0,26.0,3.0
20095,F,C,Private Sector,10,0,1,24.0,0.0
20096,M,O,Public Sector,10,1,1,34.0,0.0
20097,M,U,Private Sector,30,2,4,36.0,0.0
20098,F,U,Private Sector,30,1,0,38.0,1.0
20099,M,U,Private Sector,50,0,0,36.0,3.0
20100,F,O,Self-employed,60,5,5,37.0,0.0
20101,F,C,Private Sector,20,0,1,38.0,3.0
20102,M,M,Public Sector,50,3,5,42.0,1.0
20103,M,J,Private Sector,50,1,5,46.0,1.0
20104,M,C,Public Sector,30,1,2,30.0,2.0
20105,F,M,Private Sector,30,2,0,36.0,2.0
20106,F,U,Self-employed,30,0,0,47.0,2.0
20107,M,C,Unemployed,30,0,0,29.0,1.0
20108,M,C,Private Sector,40,0,0,35.0,2.0
20109,M,J,Unemployed,40,2,0,31.0,3.0
20110,M,U,Private Sector,70,3,1,28.0,3.0
20111,M,C,Private Sector,20,4,2,29.0,3.0
20112,F,C,Public Sector,10,1,4,40.0,1.0
20113,M,U,Public Sector,30,1,1,31.0,3.0
20114,F,O,Unemployed,80,5,0,34.0,3.0
20115,F,U,Public Sector,10,0,0,29.0,3.0
20116,F,C,Public Sector,20,0,0,26.0,0.0
20117,M,M,Public Sector,70,5,2,34.0,1.0
20118,M,C,Public Sector,40,2,1,43.0,3.0
20119,M,M,Public Sector,20,3,4,32.0,3.0
20120,M,U,Self-employed,20,0,0,34.0,0.0
20121,M,C,Public Sector,10,1,0,40.0,3.0
20122,F,C,Unemployed,50,2,0,24.0,2.0
20123,F,U,Private Sector,20,0,4,44.0,2.0
20124,F,U,Self-employed,10,0,1,44.0,3.0
20125,F,C,Public Sector,10,0,4,29.0,1.0
20126,M,O,Public Sector,30,2,0,28.0,1.0
20127,F,M,Public Sector,30,3,0,32.0,1.0
20128,M,M,Private Sector,40,1,0,36.0,4.0
20129,F,C,Self-employed,50,1,5,44.0,2.0
20130,M,U,Public Sector,20,0,0,42.0,0.0
20131,M,O,Public Sector,30,0,0,35.0,2.0
20132,M,J,Public Sector,20,0,3,,
20133,M,C,Public Sector,10,0,5,42.0,3.0
20134,M,C,Private Sector,30,1,3,31.0,3.0
20135,F,C,Public Sector,30,5,0,38.0,2.0
20136,M,U,Public Sector,70,1,0,40.0,1.0
20137,M,J,Public Sector,40,5,0,32.0,1.0
20138,M,J,Public Sector,40,2,0,37.0,2.0
20139,F,C,Private Sector,40,0,2,34.0,3.0
20140,M,U,Private Sector,60,5,0,37.0,1.0
20141,M,C,Unemployed,40,0,4,33.0,2.0
20142,M,M,Private Sector,20,2,0,34.0,3.0
20143,M,U,Public Sector,20,0,0,29.0,1.0
20144,F,C,Unemployed,70,5,0,38.0,3.0
20145,F,U,Self-employed,80,0,4,37.0,1.0
20146,M,U,Private Sector,30,0,1,31.0,1.0
20147,F,C,Unemployed,30,0,5,32.0,3.0
20148,M,U,Private Sector,80,0,5,31.0,0.0
20149,M,U,Self-employed,40,0,1,37.0,3.0
20150,M,M,Private Sector,60,1,5,35.0,3.0
20151,M,U,Self-employed,10,0,4,40.0,2.0
20152,M,U,Private Sector,10,0,2,44.0,3.0
20153,M,C,Self-employed,40,0,0,40.0,2.0
20154,F,U,Private Sector,10,0,1,42.0,1.0
20155,M,U,Private Sector,60,5,0,39.0,2.0
20156,M,J,Public Sector,40,0,2,39.0,2.0
20157,M,C,Self-employed,40,0,0,27.0,2.0
20158,M,C,Private Sector,60,0,5,30.0,3.0
20159,F,U,Unemployed,10,0,0,36.0,1.0
20160,F,U,Private Sector,80,0,1,33.0,2.0
20161,F,C,Private Sector,40,3,1,46.0,3.0
20162,F,J,Private Sector,80,3,0,44.0,2.0
20163,M,O,Public Sector,10,1,0,35.0,1.0
20164,M,U,Private Sector,40,3,1,34.0,3.0
20165,M,C,Private Sector,50,0,1,37.0,2.0
20166,M,U,Self-employed,40,0,0,32.0,3.0
20167,M,O,Private Sector,40,0,0,31.0,0.0
20168,M,U,Self-employed,70,2,0,28.0,1.0
20169,M,J,Private Sector,10,0,1,35.0,3.0
20170,F,U,Private Sector,30,1,2,35.0,0.0
20171,M,C,Unemployed,60,1,0,40.0,2.0
20172,M,J,Self-employed,20,0,1,39.0,3.0
20173,F,O,Public Sector,30,0,0,34.0,1.0
20174,M,U,Private Sector,50,3,0,30.0,2.0
20175,F,J,Private Sector,10,4,0,33.0,3.0
20176,F,C,Public Sector,40,0,0,31.0,2.0
20177,M,M,Private Sector,40,4,3,43.0,2.0
20178,F,O,Private Sector,60,0,0,31.0,2.0
20179,F,C,Public Sector,10,1,0,34.0,2.0
20180,M,J,Private Sector,60,5,1,,
20181,M,C,Private Sector,10,5,0,32.0,3.0
20182,F,J,Public Sector,10,1,4,26.0,2.0
20183,M,C,Unemployed,30,0,0,27.0,1.0
20184,M,U,Public Sector,50,3,1,37.0,1.0
20185,M,U,Private Sector,10,5,0,38.0,1.0
20186,M,U,Public Sector,20,0,5,32.0,1.0
20187,F,C,Public Sector,10,1,0,37.0,2.0
20188,F,U,Private Sector,10,1,0,37.0,1.0
20189,M,C,Unemployed,10,0,0,45.0,2.0
20190,F,U,Private Sector,10,1,1,46.0,2.0
20191,M,C,Unemployed,80,4,0,35.0,3.0
20192,F,O,Unemployed,10,0,0,32.0,1.0
20193,M,U,Unemployed,30,1,1,40.0,1.0
20194,F,O,Unemployed,40,0,4,34.0,3.0
20195,M,U,Self-employed,10,0,0,44.0,3.0
20196,F,U,Private Sector,10,1,4,36.0,3.0
20197,F,J,Private Sector,50,0,2,31.0,2.0
20198,M,U,Private Sector,70,0,4,39.0,3.0
20199,M,U,Unemployed,80,0,0,25.0,2.0
20200,F,J,Public Sector,80,1,3,29.0,0.0
20201,M,U,Public Sector,30,1,5,33.0,2.0
20202,M,U,Public Sector,20,1,0,20.0,2.0
20203,M,M,Private Sector,40,0,5,32.0,3.0
20204,M,M,Private Sector,20,0,0,,
20205,F,U,Self-employed,50,4,1,42.0,1.0
20206,M,M,Private Sector,40,2,0,26.0,3.0
20207,M,U,Public Sector,70,3,5,,
20208,M,U,Unemployed,10,0,0,26.0,1.0
20209,M,M,Private Sector,10,5,0,32.0,1.0
20210,M,U,Private Sector,30,5,3,36.0,3.0
20211,M,C,Private Sector,70,0,5,,
20212,M,U,Public Sector,30,0,0,38.0,2.0
20213,M,C,Public Sector,30,5,0,37.0,2.0
20214,F,U,Public Sector,30,0,0,30.0,3.0
20215,M,M,Private Sector,20,4,5,40.0,3.0
20216,M,U,Self-employed,40,3,5,,
20217,M,U,Self-employed,30,0,1,30.0,2.0
20218,M,J,Private Sector,10,5,0,48.0,2.0
20219,M,C,Private Sector,30,3,0,48.0,1.0
20220,F,C,Private Sector,60,2,1,44.0,0.0
20221,M,U,Private Sector,30,0,0,33.0,0.0
20222,M,C,Unemployed,70,5,0,39.0,4.0
20223,M,M,Private Sector,50,0,0,44.0,2.0
20224,F,M,Self-employed,60,5,1,35.0,1.0
20225,F,U,Private Sector,20,3,0,31.0,3.0
20226,M,C,Public Sector,20,2,5,34.0,3.0
20227,M,O,Unemployed,40,0,0,26.0,1.0
20228,M,U,Private Sector,30,0,2,37.0,3.0
20229,M,C,Private Sector,10,3,0,33.0,0.0
20230,F,U,Private Sector,30,4,1,25.0,2.0
20231,M,M,Unemployed,20,1,5,,
20232,M,U,Public Sector,40,5,0,33.0,4.0
20233,M,C,Private Sector,60,0,2,34.0,2.0
20234,M,U,Public Sector,50,0,0,,
20235,M,J,Public Sector,10,2,0,37.0,0.0
20236,F,M,Public Sector,10,0,0,37.0,3.0
20237,M,M,Public Sector,10,4,2,35.0,0.0
20238,M,U,Private Sector,20,1,5,31.0,2.0
20239,M,C,Unemployed,50,0,5,28.0,2.0
20240,F,C,Public Sector,10,2,5,35.0,3.0
20241,M,C,Private Sector,10,5,4,34.0,0.0
20242,M,C,Private Sector,10,0,0,33.0,1.0
20243,F,U,Self-employed,30,3,0,41.0,3.0
20244,M,C,Private Sector,20,0,0,34.0,4.0
20245,M,U,Private Sector,10,4,2,41.0,0.0
20246,M,J,Self-employed,10,0,0,39.0,1.0
20247,F,J,Public Sector,30,1,0,31.0,1.0
20248,F,U,Private Sector,10,0,0,33.0,0.0
20249,F,U,Private Sector,10,0,1,36.0,1.0
20250,F,C,Private Sector,50,0,0,35.0,2.0
20251,M,C,Public Sector,30,0,1,33.0,1.0
20252,M,M,Unemployed,20,5,0,30.0,3.0
20253,F,O,Public Sector,50,0,0,28.0,3.0
20254,M,U,Self-employed,30,5,2,33.0,3.0
20255,F,O,Private Sector,30,0,0,33.0,3.0
20256,F,U,Self-employed,50,0,0,40.0,0.0
20257,M,C,Private Sector,30,1,0,28.0,3.0
20258,M,C,Unemployed,50,0,3,25.0,1.0
20259,M,O,Public Sector,80,0,5,47.0,3.0
20260,M,M,Private Sector,60,2,0,37.0,0.0
20261,M,U,Public Sector,10,5,4,23.0,4.0
20262,M,U,Unemployed,20,0,0,37.0,2.0
20263,F,C,Self-employed,10,0,5,24.0,1.0
20264,F,U,Public Sector,30,0,5,30.0,1.0
20265,M,U,Self-employed,10,0,2,34.0,4.0
20266,F,M,Public Sector,30,0,4,41.0,2.0
20267,M,J,Public Sector,70,5,0,39.0,3.0
20268,M,U,Unemployed,20,3,0,37.0,2.0
20269,M,U,Private Sector,40,0,0,33.0,2.0
20270,F,C,Public Sector,20,0,2,,
20271,M,U,Unemployed,10,1,2,36.0,3.0
20272,M,C,Public Sector,30,0,0,46.0,2.0
20273,F,U,Public Sector,80,1,0,50.0,0.0
20274,M,U,Public Sector,10,0,1,,
20275,M,C,Public Sector,10,3,4,,
20276,M,U,Private Sector,10,0,0,30.0,1.0
20277,F,O,Unemployed,10,4,0,35.0,1.0
20278,F,C,Private Sector,50,0,4,,
20279,M,O,Private Sector,70,1,3,38.0,3.0
20280,F,C,Self-employed,10,0,0,33.0,1.0
20281,M,O,Private Sector,20,1,0,33.0,1.0
20282,M,U,Public Sector,10,4,1,28.0,0.0
20283,M,C,Unemployed,80,2,0,,
20284,M,U,Public Sector,30,0,1,35.0,2.0
20285,M,O,Unemployed,30,2,0,27.0,3.0
20286,M,U,Public Sector,20,5,0,34.0,2.0
20287,F,U,Private Sector,40,3,0,27.0,1.0
20288,M,U,Private Sector,70,0,0,30.0,0.0
20289,M,M,Public Sector,30,0,0,32.0,3.0
20290,F,M,Unemployed,50,3,0,35.0,2.0
20291,M,O,Private Sector,60,3,0,39.0,2.0
20292,M,C,Public Sector,30,0,0,34.0,0.0
20293,F,U,Private Sector,20,5,0,37.0,3.0
20294,M,U,Public Sector,60,5,5,38.0,1.0
20295,M,U,Public Sector,20,0,4,32.0,2.0
20296,F,U,Unemployed,40,2,1,28.0,1.0
20297,F,U,Public Sector,50,0,0,41.0,0.0
20298,M,U,Unemployed,30,1,2,37.0,1.0
20299,M,M,Self-employed,20,0,0,32.0,3.0
20300,F,M,Public Sector,60,1,0,44.0,1.0
20301,M,U,Private Sector,20,0,0,36.0,0.0
20302,M,U,Private Sector,30,0,0,38.0,1.0
20303,M,C,Public Sector,30,0,1,24.0,2.0
20304,M,C,Unemployed,30,0,0,30.0,0.0
20305,M,O,Public Sector,30,5,0,38.0,3.0
20306,M,M,Public Sector,30,0,0,34.0,3.0
20307,F,O,Private Sector,40,0,0,24.0,3.0
20308,M,J,Private Sector,10,0,1,38.0,2.0
20309,M,U,Unemployed,30,0,5,40.0,0.0
20310,M,J,Public Sector,30,0,1,,
20311,M,C,Private Sector,30,1,4,36.0,0.0
20312,M,U,Public Sector,20,0,0,39.0,3.0
20313,M,U,Public Sector,10,4,4,30.0,3.0
20314,M,U,Private Sector,30,0,0,36.0,3.0
20315,M,M,Unemployed,70,0,0,36.0,2.0
20316,F,C,Private Sector,30,0,5,,
20317,M,C,Unemployed,20,0,0,23.0,1.0
20318,M,C,Public Sector,40,2,5,37.0,1.0
20319,M,U,Public Sector,30,0,0,34.0,3.0
20320,F,C,Public Sector,50,0,0,34.0,0.0
20321,M,O,Unemployed,20,2,0,31.0,1.0
20322,F,J,Public Sector,20,2,0,32.0,1.0
20323,F,U,Unemployed,30,2,5,35.0,1.0
20324,M,M,Private Sector,40,4,5,44.0,4.0
20325,F,U,Private Sector,60,1,0,27.0,3.0
20326,M,C,Public Sector,60,0,0,34.0,3.0
20327,M,U,Unemployed,30,4,0,38.0,1.0
20328,M,U,Unemployed,70,3,0,38.0,1.0
20329,M,U,Unemployed,50,0,0,50.0,1.0
20330,F,U,Unemployed,50,0,0,34.0,1.0
20331,M,U,Private Sector,10,2,0,36.0,3.0
20332,M,O,Self-employed,40,0,1,38.0,1.0
20333,M,U,Private Sector,30,0,5,23.0,0.0
20334,M,C,Private Sector,40,3,0,33.0,2.0
20335,M,C,Private Sector,50,4,1,39.0,3.0
20336,M,C,Private Sector,30,0,0,39.0,3.0
20337,M,U,Private Sector,80,5,0,35.0,0.0
20338,F,O,Private Sector,80,0,0,38.0,3.0
20339,M,U,Private Sector,20,2,0,,
20340,M,U,Self-employed,50,1,0,38.0,2.0
20341,M,C,Unemployed,10,0,0,35.0,2.0
20342,M,U,Private Sector,10,3,5,34.0,3.0
20343,F,C,Unemployed,80,2,0,39.0,3.0
20344,F,O,Private Sector,60,0,1,37.0,1.0
20345,M,C,Self-employed,40,0,0,41.0,0.0
20346,F,O,Public Sector,50,5,0,42.0,4.0
20347,M,C,Public Sector,60,1,0,51.0,2.0
20348,M,M,Self-employed,30,0,1,33.0,3.0
20349,F,M,Private Sector,30,4,0,28.0,4.0
20350,F,U,Private Sector,60,0,0,44.0,3.0
20351,F,M,Private Sector,40,0,2,33.0,3.0
20352,F,U,Unemployed,50,0,4,33.0,2.0
20353,M,J,Public Sector,30,2,5,36.0,1.0
20354,M,M,Private Sector,70,2,0,38.0,2.0
20355,M,U,Public Sector,60,0,0,,
20356,F,J,Unemployed,80,3,1,35.0,1.0
20357,F,M,Private Sector,80,1,1,41.0,3.0
20358,F,U,Public Sector,10,0,1,34.0,1.0
20359,F,C,Unemployed,20,0,4,31.0,3.0
20360,F,U,Public Sector,30,5,0,,
20361,F,U,Private Sector,30,0,1,25.0,2.0
20362,M,U,Public Sector,40,4,0,28.0,2.0
20363,F,U,Public Sector,30,0,0,41.0,2.0
20364,M,O,Private Sector,70,0,0,35.0,2.0
20365,F,O,Public Sector,40,0,1,34.0,1.0
20366,M,U,Public Sector,10,0,0,,
20367,M,U,Public Sector,40,0,2,38.0,3.0
20368,M,J,Public Sector,20,1,5,37.0,1.0
20369,F,O,Self-employed,10,0,0,28.0,1.0
20370,F,M,Private Sector,70,0,0,,
20371,M,U,Self-employed,30,4,0,36.0,2.0
20372,F,M,Unemployed,40,0,1,31.0,3.0
20373,M,U,Public Sector,50,0,4,,
20374,F,C,Public Sector,10,0,0,33.0,1.0
20375,M,U,Private Sector,40,1,1,32.0,4.0
20376,M,C,Public Sector,10,5,4,34.0,2.0
20377,M,C,Private Sector,40,0,1,47.0,2.0
20378,F,U,Unemployed,30,0,0,28.0,0.0
20379,F,U,Public Sector,70,0,1,32.0,3.0
20380,F,U,Unemployed,40,0,0,31.0,1.0
20381,M,O,Public Sector,20,2,0,45.0,3.0
20382,M,U,Self-employed,60,0,2,42.0,2.0
20383,F,M,Private Sector,70,0,5,45.0,2.0
20384,M,U,Private Sector,30,1,0,39.0,2.0
20385,M,U,Public Sector,20,0,0,37.0,0.0
20386,F,U,Self-employed,60,0,0,35.0,3.0
20387,F,J,Private Sector,20,3,2,36.0,2.0
20388,F,C,Public Sector,50,0,5,45.0,3.0
20389,M,U,Self-employed,50,0,0,33.0,2.0
20390,F,C,Unemployed,20,5,1,34.0,3.0
20391,M,U,Self-employed,60,0,0,27.0,1.0
