loan_id,cust_id,loan_reason,requested_amount,payback_amount,installment,cat_number_accounts,cat_number_loans_accounts
159260,21247,Personal,5000,6599.88,183.33,3,0
159257,21248,Housing,7000,8050.08,167.71,1,1
159254,21249,Personal,4000,5280.12,146.67,3,0
159251,21250,Personal,7000,9240.0,385.0,1,0
159248,21251,Housing,20000,23000.16,479.17,1,0
159245,21252,Housing,10000,11499.84,319.44,1,0
159239,21254,Personal,10000,13200.0,275.0,1,0
159236,21255,Personal,12000,15840.0,660.0,1,0
159233,21256,Car,4000,5079.960000000001,141.11,1,1
159230,21257,Car,5000,6349.8,105.83,1,0
159227,21258,Personal,12000,15840.0,440.0,1,1
159224,21259,Car,25000,31749.840000000004,881.94,1,1
159221,21260,Housing,25000,28750.08,598.96,1,0
159218,21261,Housing,7000,8050.08,167.71,1,0
159215,21262,Financial,25000,34500.0,718.75,1,0
159212,21263,Car,15000,19049.76,264.58,1,1
159209,21264,Car,10000,19050.239999999998,396.88,1,0
159206,21265,Housing,12000,13800.0,287.5,1,0
159203,21266,Car,12000,15240.0,317.5,2,0
159200,21267,Financial,10000,13799.88,383.33,1,0
159197,21268,Car,10000,12700.079999999998,352.78,1,0
159194,21269,Car,10000,12700.079999999998,529.17,1,1
159191,21270,Personal,10000,13200.0,550.0,1,1
159188,21271,Housing,10000,11500.199999999999,191.67,1,1
159185,21272,Car,10000,19050.239999999998,396.88,1,0
159182,21273,Housing,10000,11500.08,479.17,1,0
159179,21274,Housing,25000,28749.96,798.61,1,1
159176,21275,Housing,10000,11499.84,159.72,1,0
159173,21276,Car,12000,15240.24,211.67,1,1
159170,21277,Personal,15000,19800.0,330.0,1,0
159167,21278,Car,10000,12699.84,264.58,1,0
159164,21279,Housing,7000,8050.32,111.81,2,0
159161,21280,Car,2000,6349.92,132.29,1,0
159158,21281,Car,10000,12700.079999999998,352.78,1,0
159155,21282,Car,10000,12699.84,264.58,1,0
159152,21283,Car,10000,12700.079999999998,352.78,2,0
159149,21284,Car,15000,19050.239999999998,396.88,1,0
159146,21285,Financial,7000,9660.0,402.5,1,1
159143,21286,Personal,12000,15840.0,440.0,2,0
159140,21287,Personal,10000,13200.0,550.0,1,0
159137,21288,Financial,15000,20700.0,431.25,1,0
159134,21289,Personal,10000,13200.0,275.0,1,0
159131,21290,Car,12000,15240.0,317.5,1,0
159128,21291,Housing,10000,11499.84,319.44,1,0
159125,21292,Personal,10000,13200.12,366.67,1,0
159122,21293,Financial,5000,6900.0,287.5,2,0
159119,21294,Car,12000,15240.0,254.0,1,0
159116,21295,Housing,15000,17250.12,479.17,1,0
159113,21296,Housing,10000,11500.199999999999,191.67,1,0
159110,21297,Financial,7000,9660.0,201.25,1,0
159107,21298,Personal,10000,13200.0,275.0,1,0
159104,21299,Personal,12000,15840.0,220.0,1,0
159101,21300,Car,15000,19050.12,529.17,1,1
159098,21301,Financial,12000,16560.0,230.0,1,2
159095,21302,Car,4000,5079.84,105.83,1,2
159092,21303,Personal,10000,13200.0,220.0,2,0
159089,21304,Personal,7000,9240.0,385.0,1,0
159086,21305,Personal,7000,9240.12,256.67,1,0
159083,21306,Housing,10000,11499.84,159.72,1,0
159080,21307,Personal,12000,15840.0,330.0,1,0
159077,21308,Housing,10000,11499.84,239.58,1,0
159074,21309,Financial,7000,9659.88,268.33,3,0
159071,21310,Housing,10000,11500.08,479.17,1,0
159068,21311,Car,7000,8890.08,185.21,1,2
159062,21313,Car,10000,12699.84,264.58,1,1
159053,21316,Car,7000,8889.84,246.94,1,2
159050,21317,Car,10000,12699.84,264.58,2,2
159047,21318,Personal,7000,9240.12,256.67,1,0
159044,21319,Housing,10000,13799.88,383.33,1,2
159041,21320,Personal,12000,15840.0,660.0,1,1
159038,21321,Housing,7000,8050.08,167.71,1,0
159035,21322,Car,15000,19050.12,529.17,1,1
159032,21323,Financial,10000,13800.0,230.0,1,1
159029,21324,Car,5000,6349.68,88.19,2,0
159026,21325,Personal,20000,26399.88,733.33,3,0
159023,21326,Car,12000,15240.0,254.0,1,0
159020,21327,Car,25000,31749.840000000004,440.97,1,0
159017,21328,Car,10000,12699.84,264.58,1,0
159014,21329,Personal,10000,13200.0,550.0,1,1
159011,21330,Housing,10000,11500.199999999999,191.67,1,0
159008,21331,Personal,10000,13199.76,183.33,1,0
159005,21332,Car,7000,8889.84,246.94,1,0
159002,21333,Personal,12000,15840.0,330.0,1,0
158999,21334,Housing,20000,22999.68,319.44,1,0
158996,21335,Housing,15000,17250.12,479.17,1,2
158993,21336,Car,7000,8889.84,246.94,1,1
158990,21337,Financial,4000,5520.0,92.0,3,0
158987,21338,Financial,10000,16560.0,345.0,1,0
158984,21339,Car,20000,25400.159999999996,529.17,1,2
158981,21340,Personal,25000,32999.76,458.33,1,2
158978,21341,Car,7000,8890.08,185.21,2,0
158975,21342,Car,7000,8890.08,185.21,1,2
158972,21343,Personal,10000,13200.12,366.67,1,0
158963,21346,Car,15000,19049.76,264.58,1,2
158960,21347,Personal,10000,13200.0,275.0,1,0
158957,21348,Housing,2000,5749.8,95.83,1,0
158954,21349,Car,15000,19050.0,317.5,1,1
158951,21350,Personal,12000,15840.0,440.0,3,0
158948,21351,Car,4000,5080.32,70.56,1,0
158942,21353,Financial,7000,9660.0,201.25,1,0
158939,21354,Housing,15000,17249.760000000002,239.58,1,0
158936,21355,Personal,12000,15840.0,330.0,1,1
158930,21357,Car,15000,19050.12,529.17,1,2
158927,21358,Personal,25000,32999.76,458.33,1,1
158924,21359,Car,7000,8890.08,185.21,1,1
158921,21360,Car,12000,15239.88,423.33,1,0
158918,21361,Car,10000,12700.079999999998,352.78,3,0
158915,21362,Car,10000,12699.84,264.58,2,0
158912,21363,Car,10000,12699.84,264.58,1,1
158909,21364,Housing,7000,8050.08,167.71,1,0
158903,21366,Financial,12000,16560.0,460.0,1,1
158900,21367,Housing,7000,8049.960000000001,223.61,1,0
158897,21368,Car,25000,31749.840000000004,440.97,3,0
158894,21369,Car,15000,19049.76,264.58,2,0
158891,21370,Housing,10000,11499.84,319.44,1,0
158888,21371,Car,12000,15240.24,211.67,1,0
158885,21372,Housing,7000,8050.199999999999,134.17,3,1
158882,21373,Personal,10000,19800.0,275.0,1,1
158879,21374,Car,15000,19050.12,529.17,1,2
158876,21375,Housing,10000,11499.84,159.72,2,0
158870,21377,Personal,4000,5280.12,146.67,3,0
158867,21378,Housing,10000,11500.199999999999,191.67,1,0
158864,21379,Car,5000,6349.68,88.19,3,0
158861,21380,Personal,5000,6600.24,91.67,2,0
158858,21381,Personal,4000,5279.76,73.33,1,0
158855,21382,Car,20000,25399.8,423.33,1,0
158852,21383,Housing,25000,28750.08,598.96,2,0
158849,21384,Housing,7000,8050.32,111.81,2,2
158846,21385,Personal,7000,9240.0,192.5,3,0
158840,21387,Personal,15000,19800.0,550.0,1,0
158837,21388,Personal,25000,32999.76,458.33,2,1
158834,21389,Car,10000,12699.84,264.58,1,0
158831,21390,Car,10000,12700.079999999998,352.78,2,0
158828,21391,Housing,10000,11499.84,319.44,3,0
158825,21392,Financial,10000,13800.0,287.5,3,1
158822,21393,Personal,15000,19800.0,550.0,1,0
158819,21394,Car,10000,12700.079999999998,529.17,1,0
158816,21395,Financial,10000,13799.88,383.33,2,0
158813,21396,Personal,12000,15840.0,660.0,2,1
158810,21397,Car,10000,31749.840000000004,881.94,1,0
158807,21398,Car,4000,5079.84,105.83,1,0
158804,21399,Car,15000,19050.12,529.17,1,0
158798,21401,Car,12000,15239.88,423.33,1,0
158795,21402,Car,7000,8889.84,123.47,1,0
158792,21403,Housing,10000,11499.84,239.58,1,0
158789,21404,Car,15000,19049.76,264.58,1,2
158786,21405,Housing,10000,11500.08,479.17,2,0
158783,21406,Housing,15000,17250.0,287.5,1,0
158780,21407,Housing,7000,8050.32,111.81,1,0
158777,21408,Housing,10000,11500.08,479.17,2,2
158771,21410,Housing,7000,8050.08,167.71,1,0
158768,21411,Housing,25000,28750.2,479.17,1,0
158765,21412,Personal,10000,13200.12,366.67,3,0
158762,21413,Car,10000,12699.84,264.58,1,0
158759,21414,Personal,12000,15840.0,330.0,1,0
158756,21415,Housing,7000,8050.08,167.71,1,2
158753,21416,Car,5000,6349.92,132.29,1,0
158750,21417,Housing,10000,11499.84,159.72,1,0
158747,21418,Housing,10000,28750.08,598.96,1,0
158744,21419,Housing,5000,5749.92,79.86,1,0
158741,21420,Car,2000,6349.68,88.19,1,0
158738,21421,Housing,10000,11499.84,239.58,1,0
158735,21422,Personal,10000,13200.12,366.67,2,0
158732,21423,Personal,10000,13200.12,366.67,1,0
158729,21424,Personal,7000,9240.0,154.0,1,0
158726,21425,Housing,10000,11499.84,159.72,1,1
158723,21426,Personal,20000,26399.88,733.33,1,0
158720,21427,Housing,10000,11499.84,319.44,2,1
158717,21428,Housing,15000,17250.12,479.17,1,1
158714,21429,Housing,25000,28749.96,798.61,1,0
158708,21431,Personal,5000,6600.0,137.5,3,0
158705,21432,Financial,5000,6900.0,287.5,1,0
158702,21433,Financial,12000,16560.0,460.0,3,0
158699,21434,Car,25000,31750.199999999997,529.17,1,0
158696,21435,Personal,12000,15840.0,330.0,1,0
158693,21436,Financial,15000,20700.0,431.25,3,1
158690,21437,Car,7000,8889.84,123.47,1,0
158687,21438,Car,7000,8890.08,185.21,3,0
158681,21440,Personal,10000,15840.0,440.0,1,0
158678,21441,Housing,7000,8050.199999999999,134.17,1,0
158675,21442,Financial,7000,9660.0,402.5,2,0
158672,21443,Housing,15000,17250.239999999998,359.38,1,1
158669,21444,Personal,10000,13200.12,366.67,1,1
158663,21446,Car,15000,19050.12,529.17,1,0
158660,21447,Personal,15000,19800.0,825.0,3,1
158657,21448,Financial,12000,16560.0,230.0,1,2
158654,21449,Financial,12000,16560.0,345.0,1,0
158651,21450,Car,10000,12700.079999999998,529.17,1,0
158648,21451,Car,10000,12699.84,264.58,1,0
158645,21452,Car,10000,31750.08,661.46,1,1
158642,21453,Car,10000,12700.079999999998,176.39,2,2
158636,21455,Car,10000,12700.079999999998,352.78,2,0
158633,21456,Car,12000,15240.0,317.5,2,0
158630,21457,Housing,7000,8050.08,167.71,2,0
158627,21458,Personal,7000,9240.0,385.0,1,0
158621,21460,Housing,15000,17250.239999999998,359.38,1,0
158615,21462,Personal,10000,13200.0,550.0,2,0
158612,21463,Financial,12000,16560.0,460.0,1,0
158609,21464,Car,10000,12700.079999999998,352.78,1,0
158606,21465,Financial,15000,20700.0,431.25,1,0
158603,21466,Personal,10000,13200.12,366.67,2,1
158600,21467,Housing,10000,11499.84,159.72,1,0
158594,21469,Personal,12000,15840.0,440.0,1,0
158591,21470,Housing,15000,17250.239999999998,359.38,2,0
158588,21471,Financial,10000,13800.0,287.5,1,0
158585,21472,Personal,15000,19800.0,330.0,1,2
158582,21473,Car,7000,8889.84,246.94,1,0
158579,21474,Housing,10000,17250.12,479.17,1,0
158576,21475,Personal,7000,9240.0,192.5,3,1
158573,21476,Car,5000,6350.039999999999,176.39,1,1
158570,21477,Housing,12000,13800.0,287.5,1,1
158567,21478,Car,7000,8890.08,185.21,1,0
158564,21479,Car,15000,19050.239999999998,396.88,3,0
158561,21480,Car,12000,15240.0,317.5,1,1
158558,21481,Car,25000,31750.08,661.46,2,0
158555,21482,Car,10000,15240.0,317.5,1,0
158552,21483,Car,15000,19049.76,264.58,1,0
158549,21484,Car,10000,31749.840000000004,440.97,1,2
158546,21485,Financial,10000,13799.88,383.33,1,0
158543,21486,Housing,25000,28750.32,399.31,2,2
158540,21487,Housing,10000,11499.84,319.44,1,0
158537,21488,Personal,10000,13200.12,366.67,1,1
158534,21489,Car,5000,6349.92,132.29,1,1
158531,21490,Car,7000,8889.84,123.47,2,0
158528,21491,Financial,5000,6900.0,115.0,1,0
158525,21492,Personal,12000,15840.0,660.0,1,1
158519,21494,Car,10000,12699.84,264.58,1,1
158516,21495,Car,7000,8890.08,185.21,2,0
158513,21496,Car,15000,19050.0,317.5,1,0
158510,21497,Housing,10000,11499.84,319.44,1,2
158507,21498,Housing,25000,28750.32,399.31,2,0
158504,21499,Financial,7000,9660.0,201.25,1,0
158501,21500,Car,10000,12700.079999999998,176.39,1,0
158498,21501,Personal,10000,13200.12,366.67,1,0
158495,21502,Personal,15000,19800.0,825.0,1,0
158492,21503,Personal,10000,13199.76,183.33,1,0
158489,21504,Personal,7000,9240.0,192.5,1,0
158486,21505,Car,10000,12700.079999999998,176.39,1,0
158483,21506,Housing,10000,11499.84,159.72,3,0
158480,21507,Car,10000,12700.079999999998,352.78,1,1
158477,21508,Personal,7000,9240.12,256.67,1,2
158474,21509,Car,7000,8889.84,123.47,2,0
158471,21510,Car,10000,12700.079999999998,176.39,1,0
158468,21511,Car,10000,12700.079999999998,352.78,1,0
158465,21512,Car,20000,25400.159999999996,705.56,1,0
158462,21513,Financial,12000,16560.0,460.0,2,2
158459,21514,Personal,10000,13199.76,183.33,2,0
158456,21515,Car,7000,8889.84,246.94,1,1
158453,21516,Car,12000,15240.0,317.5,1,1
158450,21517,Personal,4000,5280.0,220.0,3,0
158447,21518,Housing,10000,11499.84,319.44,1,1
158444,21519,Car,7000,8890.08,185.21,1,0
158441,21520,Housing,15000,17250.239999999998,359.38,1,0
158438,21521,Car,12000,15239.88,423.33,1,1
158432,21523,Personal,10000,13200.12,366.67,3,0
158429,21524,Car,7000,8890.08,185.21,1,0
158426,21525,Housing,10000,23000.16,479.17,2,0
158423,21526,Car,7000,8889.84,246.94,1,0
158420,21527,Car,10000,12699.84,264.58,1,1
158417,21528,Housing,25000,28749.96,798.61,3,0
158414,21529,Housing,10000,11499.84,159.72,2,0
158411,21530,Housing,10000,11499.84,319.44,1,0
158408,21531,Car,10000,12699.84,264.58,1,0
158405,21532,Financial,7000,9660.0,201.25,1,0
158402,21533,Personal,5000,6600.0,137.5,2,1
158399,21534,Car,7000,8889.84,246.94,1,0
158396,21535,Personal,12000,15840.0,440.0,2,1
158393,21536,Car,25000,31750.199999999997,529.17,1,1
158384,21539,Car,5000,6350.039999999999,176.39,1,0
158381,21540,Personal,10000,13200.0,550.0,2,1
158378,21541,Car,15000,19050.239999999998,396.88,1,1
158375,21542,Car,15000,19050.239999999998,396.88,1,0
158372,21543,Car,10000,12700.079999999998,176.39,1,0
158369,21544,Personal,4000,5280.12,146.67,1,0
158366,21545,Financial,7000,9660.0,201.25,2,2
158363,21546,Car,10000,12700.079999999998,352.78,1,1
158357,21548,Financial,5000,6900.12,191.67,1,0
158354,21549,Car,10000,12699.84,264.58,1,1
158351,21550,Car,10000,12700.079999999998,352.78,1,2
158348,21551,Car,12000,15239.88,423.33,2,0
158342,21553,Personal,10000,13199.76,183.33,1,0
158339,21554,Personal,10000,13200.0,550.0,1,0
158336,21555,Housing,15000,17250.12,479.17,1,2
158333,21556,Personal,7000,9240.12,256.67,1,2
158330,21557,Car,15000,19050.0,793.75,1,0
158327,21558,Car,10000,12700.079999999998,352.78,1,1
158324,21559,Car,7000,8889.84,246.94,1,0
158321,21560,Personal,4000,5280.0,110.0,1,1
158318,21561,Personal,7000,9240.0,192.5,1,0
158315,21562,Personal,10000,13200.12,366.67,1,0
158312,21563,Housing,7000,8049.960000000001,223.61,1,0
158309,21564,Housing,5000,5749.92,159.72,1,2
158306,21565,Financial,10000,13800.0,575.0,2,1
158303,21566,Financial,7000,9660.24,134.17,1,1
158300,21567,Car,7000,8890.08,185.21,2,1
158297,21568,Personal,7000,9240.0,154.0,2,0
158294,21569,Personal,10000,19800.0,412.5,1,1
158291,21570,Car,20000,25400.159999999996,705.56,1,0
158288,21571,Car,25000,31750.08,661.46,1,0
158285,21572,Housing,10000,11500.199999999999,191.67,1,1
158282,21573,Financial,5000,6900.0,143.75,1,0
158279,21574,Housing,10000,11499.84,319.44,1,0
158276,21575,Car,10000,19050.239999999998,396.88,1,1
158270,21577,Car,25000,31749.840000000004,881.94,3,0
158267,21578,Housing,10000,11500.08,479.17,1,1
158261,21580,Personal,12000,15840.0,660.0,1,0
158258,21581,Car,10000,12699.84,264.58,1,0
158255,21582,Car,5000,6349.92,132.29,1,0
158252,21583,Car,7000,8890.08,185.21,2,0
158249,21584,Personal,7000,9240.0,192.5,1,0
158246,21585,Housing,20000,22999.68,319.44,1,0
158243,21586,Personal,10000,13200.0,550.0,1,0
158240,21587,Car,4000,5080.32,70.56,2,0
158237,21588,Financial,12000,16560.0,460.0,2,2
158234,21589,Car,10000,12700.079999999998,352.78,1,0
158231,21590,Financial,10000,13800.0,230.0,1,0
158222,21593,Personal,15000,19800.0,825.0,1,0
158219,21594,Financial,5000,6900.0,143.75,1,0
158216,21595,Financial,5000,6900.12,191.67,1,2
158213,21596,Housing,10000,11499.84,319.44,3,0
158210,21597,Car,15000,19050.239999999998,396.88,2,2
158207,21598,Car,10000,12700.079999999998,176.39,1,0
158204,21599,Housing,7000,8050.32,111.81,1,1
158201,21600,Financial,4000,5520.0,115.0,1,2
158195,21602,Personal,7000,9240.0,192.5,3,1
158192,21603,Housing,7000,8050.08,335.42,1,1
158189,21604,Car,15000,19050.0,317.5,1,1
158186,21605,Financial,25000,34500.24,479.17,1,0
158183,21606,Financial,7000,9659.88,268.33,1,0
158180,21607,Car,5000,6350.039999999999,176.39,1,0
158177,21608,Housing,4000,4600.08,127.78,3,0
158171,21610,Personal,10000,13199.76,183.33,1,0
158168,21611,Financial,10000,13800.24,191.67,2,0
158165,21612,Car,10000,12700.079999999998,176.39,1,0
158162,21613,Personal,10000,13200.12,366.67,3,0
158159,21614,Car,15000,19050.239999999998,396.88,1,0
158156,21615,Car,7000,8890.08,185.21,1,0
158153,21616,Car,2000,5080.08,211.67,1,0
158150,21617,Car,15000,19050.12,529.17,1,1
158144,21619,Housing,10000,17250.239999999998,359.38,1,0
158141,21620,Personal,12000,15840.0,440.0,1,0
158138,21621,Car,7000,8889.84,246.94,1,0
158135,21622,Car,7000,8889.84,246.94,2,0
158132,21623,Personal,2000,6600.0,110.0,3,0
158129,21624,Financial,4000,5520.0,92.0,1,1
158126,21625,Housing,12000,13799.88,383.33,1,0
158123,21626,Personal,25000,33000.0,687.5,3,0
158120,21627,Housing,7000,8049.960000000001,223.61,1,0
158117,21628,Personal,7000,9240.0,192.5,1,0
158111,21630,Car,10000,12699.84,264.58,1,0
158108,21631,Car,7000,8890.08,185.21,1,0
158105,21632,Financial,4000,5519.88,153.33,2,0
158102,21633,Car,10000,12700.079999999998,176.39,1,0
158096,21635,Housing,12000,13799.88,383.33,2,0
158093,21636,Housing,10000,11499.84,239.58,1,0
158090,21637,Car,10000,12700.079999999998,352.78,1,1
158087,21638,Car,7000,8889.84,123.47,1,0
158084,21639,Car,15000,19050.12,529.17,1,0
158081,21640,Car,2000,6349.68,88.19,1,0
158075,21642,Car,10000,12699.84,264.58,1,0
158072,21643,Financial,10000,13800.0,287.5,1,0
158069,21644,Housing,10000,11499.84,319.44,1,0
158066,21645,Personal,10000,13200.0,220.0,1,0
158063,21646,Car,12000,15239.88,423.33,2,1
158060,21647,Car,15000,19049.76,264.58,2,0
158054,21649,Financial,5000,6900.0,143.75,2,0
158045,21652,Housing,7000,8050.08,335.42,1,2
158042,21653,Car,10000,12700.079999999998,529.17,1,0
158039,21654,Personal,5000,6600.0,137.5,1,0
158036,21655,Housing,20000,22999.68,319.44,1,1
158033,21656,Personal,10000,13200.0,275.0,1,0
158030,21657,Housing,7000,8050.32,111.81,1,0
158027,21658,Housing,4000,4599.84,95.83,1,0
158024,21659,Car,10000,12700.079999999998,352.78,1,0
158021,21660,Personal,5000,6600.0,137.5,1,0
158018,21661,Car,10000,12699.84,264.58,2,1
158015,21662,Car,25000,31750.08,661.46,2,0
158012,21663,Housing,12000,13800.24,191.67,1,0
158009,21664,Personal,10000,13199.76,183.33,2,0
158006,21665,Housing,10000,11499.84,159.72,1,0
158003,21666,Personal,15000,19800.0,412.5,1,0
158000,21667,Car,10000,12700.079999999998,352.78,2,0
157994,21669,Housing,15000,17250.12,479.17,2,0
157991,21670,Car,10000,12700.199999999999,211.67,1,2
157988,21671,Housing,12000,13800.0,287.5,2,0
157985,21672,Car,7000,8890.08,185.21,1,0
157979,21674,Personal,7000,9240.12,256.67,1,0
157976,21675,Housing,12000,13799.88,383.33,1,0
157973,21676,Personal,12000,15840.0,440.0,2,1
157970,21677,Personal,10000,13200.0,275.0,1,0
157967,21678,Car,7000,8890.08,185.21,2,1
157964,21679,Housing,10000,11499.84,319.44,1,0
157961,21680,Housing,10000,11499.84,159.72,1,0
157958,21681,Car,10000,12700.079999999998,352.78,1,0
157955,21682,Car,10000,25400.159999999996,705.56,3,0
157952,21683,Car,10000,12700.079999999998,176.39,1,0
157949,21684,Car,15000,19050.12,529.17,1,0
157946,21685,Personal,12000,15840.0,220.0,3,0
157943,21686,Financial,20000,27600.0,575.0,1,2
157937,21688,Housing,4000,4599.84,95.83,3,0
157928,21691,Car,4000,5079.84,105.83,1,0
157925,21692,Financial,15000,20700.0,287.5,1,0
157922,21693,Car,15000,19050.239999999998,396.88,1,1
157919,21694,Car,7000,8889.84,123.47,1,0
157916,21695,Housing,10000,17250.0,287.5,1,0
157913,21696,Financial,4000,5519.88,153.33,2,1
157910,21697,Personal,15000,19800.0,825.0,1,0
157907,21698,Personal,20000,26400.0,440.0,1,1
157904,21699,Car,10000,12700.079999999998,352.78,1,0
157901,21700,Housing,15000,17250.239999999998,359.38,1,0
157898,21701,Car,7000,8890.08,185.21,1,1
157895,21702,Car,25000,31749.840000000004,881.94,1,1
157889,21704,Car,7000,8890.08,185.21,1,0
157886,21705,Personal,10000,13200.0,550.0,1,0
157883,21706,Car,7000,8889.84,123.47,1,1
157880,21707,Car,10000,19049.76,264.58,1,0
157877,21708,Personal,5000,6599.88,183.33,1,0
157874,21709,Personal,15000,19800.0,412.5,1,0
157871,21710,Personal,10000,13200.12,366.67,1,1
157865,21712,Housing,5000,5749.8,95.83,1,0
157862,21713,Car,15000,19050.239999999998,396.88,1,0
157859,21714,Car,10000,12700.079999999998,352.78,1,0
157856,21715,Car,15000,19050.0,793.75,1,0
157853,21716,Car,5000,6350.039999999999,176.39,1,0
157850,21717,Housing,5000,5749.92,119.79,3,0
157847,21718,Car,15000,19050.0,793.75,2,0
157844,21719,Housing,15000,17249.760000000002,239.58,3,0
157841,21720,Financial,7000,9659.88,268.33,2,0
157835,21722,Car,10000,12699.84,264.58,1,0
157832,21723,Financial,7000,9659.88,268.33,1,1
157829,21724,Car,4000,5079.84,105.83,1,0
157823,21726,Financial,7000,9659.88,268.33,1,0
157817,21728,Personal,7000,9240.12,256.67,1,2
157814,21729,Personal,20000,26400.0,550.0,1,0
157808,21731,Financial,5000,6900.0,143.75,2,0
157805,21732,Housing,10000,11499.84,159.72,2,0
157799,21734,Personal,12000,15840.0,330.0,3,0
157793,21736,Housing,12000,13799.88,383.33,1,0
157790,21737,Car,15000,19050.0,317.5,2,0
157787,21738,Personal,15000,19800.0,412.5,1,0
157784,21739,Financial,7000,9660.0,201.25,2,1
157781,21740,Car,7000,8889.84,246.94,1,0
157778,21741,Car,7000,8890.08,185.21,1,0
157775,21742,Car,15000,19050.0,317.5,1,0
157772,21743,Car,7000,8889.84,123.47,3,2
157769,21744,Personal,7000,9240.0,192.5,3,0
157766,21745,Car,10000,12699.84,264.58,1,0
157763,21746,Car,15000,19049.76,264.58,1,0
157760,21747,Housing,25000,28750.08,598.96,2,0
157757,21748,Housing,10000,11499.84,319.44,2,0
157754,21749,Financial,10000,13800.0,287.5,3,1
157751,21750,Personal,15000,19800.0,550.0,2,0
157748,21751,Housing,10000,11500.08,479.17,1,1
157745,21752,Housing,2000,5749.92,159.72,1,0
157742,21753,Car,10000,12700.199999999999,211.67,2,0
157739,21754,Housing,7000,8050.08,167.71,1,0
157736,21755,Car,10000,12699.84,264.58,3,0
157733,21756,Car,25000,31749.840000000004,881.94,1,0
157730,21757,Car,25000,31749.840000000004,440.97,1,0
157727,21758,Car,10000,12699.84,264.58,1,0
157724,21759,Financial,7000,9660.0,201.25,1,0
157721,21760,Car,10000,12700.079999999998,352.78,1,0
157718,21761,Car,10000,12699.84,264.58,1,0
157715,21762,Car,10000,12700.079999999998,529.17,3,0
157712,21763,Housing,15000,17249.760000000002,239.58,3,2
157706,21765,Car,10000,12700.079999999998,352.78,3,0
157703,21766,Housing,10000,11500.199999999999,191.67,1,0
157700,21767,Car,10000,12700.079999999998,176.39,2,0
157697,21768,Financial,15000,20700.0,575.0,1,0
157694,21769,Housing,10000,11499.84,239.58,3,0
157691,21770,Car,7000,8889.84,246.94,2,1
157688,21771,Housing,10000,11499.84,319.44,1,1
157682,21773,Financial,10000,13800.0,287.5,3,0
157679,21774,Personal,7000,9239.76,128.33,1,0
157676,21775,Car,10000,12700.079999999998,176.39,1,0
157673,21776,Car,15000,19050.12,529.17,1,0
157670,21777,Personal,10000,13200.12,366.67,1,0
157667,21778,Financial,10000,13799.88,383.33,1,0
157664,21779,Car,7000,8889.84,123.47,1,0
157661,21780,Personal,7000,9240.0,192.5,1,0
157658,21781,Car,4000,5080.08,211.67,1,0
157655,21782,Financial,10000,13799.88,383.33,1,2
157652,21783,Housing,10000,11499.84,319.44,1,0
157649,21784,Financial,25000,34500.24,479.17,1,1
157643,21786,Car,12000,15240.0,635.0,1,0
157637,21788,Car,10000,12700.079999999998,529.17,2,0
157634,21789,Car,10000,12700.079999999998,176.39,1,1
157628,21791,Financial,10000,13799.88,383.33,2,1
157625,21792,Car,15000,19050.0,793.75,1,0
157622,21793,Car,10000,12699.84,264.58,1,0
157616,21795,Personal,10000,13200.0,550.0,2,0
157613,21796,Personal,25000,32999.76,458.33,1,0
157610,21797,Car,10000,12700.079999999998,352.78,1,0
157607,21798,Personal,7000,9239.76,128.33,1,1
157604,21799,Personal,4000,5280.12,146.67,1,0
157601,21800,Housing,12000,13799.88,383.33,2,0
157595,21802,Car,10000,12699.84,264.58,1,1
157592,21803,Housing,15000,17250.0,287.5,1,0
157589,21804,Personal,7000,9240.12,256.67,1,0
157586,21805,Financial,10000,13800.0,287.5,1,0
157583,21806,Personal,7000,9240.0,192.5,3,1
157577,21808,Car,10000,12700.079999999998,352.78,1,0
157574,21809,Personal,25000,33000.0,687.5,1,0
157571,21810,Car,7000,8889.84,246.94,2,0
157568,21811,Housing,7000,8050.08,167.71,2,0
157565,21812,Financial,7000,9660.0,161.0,1,0
157562,21813,Car,12000,15239.88,423.33,1,1
157559,21814,Housing,10000,11499.84,239.58,1,0
157556,21815,Personal,12000,15840.0,220.0,1,0
157553,21816,Housing,10000,11499.84,319.44,1,0
157550,21817,Financial,4000,5520.24,76.67,1,0
157547,21818,Financial,7000,9660.0,201.25,1,0
157544,21819,Personal,7000,9240.0,192.5,1,0
157538,21821,Personal,10000,13199.76,183.33,1,0
157535,21822,Car,7000,8889.84,246.94,1,0
157532,21823,Personal,7000,9239.76,128.33,1,0
157529,21824,Housing,15000,17250.239999999998,359.38,1,0
157526,21825,Personal,10000,13200.0,275.0,1,0
157523,21826,Car,10000,12700.079999999998,352.78,2,0
157520,21827,Car,10000,12700.079999999998,352.78,1,0
157517,21828,Car,7000,8889.84,246.94,1,1
157514,21829,Personal,25000,33000.0,687.5,1,1
157511,21830,Car,2000,6350.039999999999,176.39,3,0
157505,21832,Car,7000,8889.84,246.94,3,0
157502,21833,Financial,15000,20700.0,431.25,2,0
157499,21834,Personal,10000,13200.12,366.67,1,0
157496,21835,Car,5000,6350.039999999999,176.39,1,1
157493,21836,Financial,4000,5519.88,153.33,1,0
157490,21837,Financial,4000,5520.0,115.0,1,1
157487,21838,Personal,7000,9240.12,256.67,1,0
157484,21839,Car,7000,8890.08,185.21,1,1
157481,21840,Financial,10000,13800.0,287.5,1,2
157478,21841,Personal,10000,19800.0,412.5,1,0
