loan_id,cust_id,date,loan_reason,loan_term,requested_amount,installment,number_loans_accounts,number_accounts
165143,19286,2018-05-01,Personal,36,10000,1100.0,0,1
165140,19287,2018-08-01,Personal,48,10000,275.0,1,2
165137,19288,2018-01-01,Housing,48,7000,167.71,0,1
165134,19289,2017-09-01,Housing,36,30000,958.33,0,1
165131,19290,2017-08-01,Car,36,10000,352.78,0,1
165128,19291,2017-09-01,Housing,72,4000,63.89,1,3
165125,19292,2018-07-01,Financial,72,7000,134.17,0,1
165122,19293,2016-11-01,Housing,48,12000,287.5,0,1
165119,19294,2016-11-01,Car,48,5000,132.29,0,2
165116,19295,2016-12-01,Car,48,10000,264.58,1,1
165113,19296,2018-01-01,Car,48,10000,264.58,0,1
165110,19297,2018-09-01,Personal,72,4000,73.33,0,1
165107,19298,2018-01-01,Car,48,7000,185.21,0,1
165104,19299,2017-10-01,Car,36,10000,352.78,1,1
165101,19300,2017-05-01,Personal,72,10000,183.33,0,1
165098,19301,2018-12-01,Personal,36,12000,440.0,2,2
165095,19302,2016-09-01,Car,72,7000,123.47,0,1
165092,19303,2018-02-01,Personal,72,50000,916.67,0,1
165089,19304,2018-02-01,Personal,24,10000,550.0,1,1
165086,19305,2017-11-01,Financial,72,7000,134.17,0,2
165083,19306,2016-11-01,Car,72,15000,264.58,0,2
165080,19307,2017-02-01,Housing,60,10000,230.0,0,1
165077,19308,2016-01-01,Personal,48,10000,275.0,0,1
165074,19309,2017-10-01,Financial,24,7000,402.5,0,2
165071,19310,2018-06-01,Financial,72,15000,287.5,1,2
165068,19311,2017-06-01,Housing,60,15000,287.5,0,1
165065,19312,2017-05-01,Car,72,2000,88.19,0,1
165062,19313,2016-06-01,Personal,72,10000,183.33,0,2
165059,19314,2018-12-01,Car,36,7000,246.94,2,2
165056,19315,2018-08-01,Car,24,10000,793.75,0,2
165053,19316,2017-04-01,Car,24,25000,1322.92,0,1
165050,19317,2018-05-01,Housing,24,7000,335.42,1,1
165047,19318,2018-03-01,Car,48,10000,264.58,0,1
165044,19319,2018-04-01,Car,48,7000,185.21,1,2
165041,19320,2016-06-01,Car,48,30000,793.75,0,3
165038,19321,2016-12-01,Car,72,25000,440.97,0,3
165035,19322,2017-03-01,Car,48,10000,264.58,2,1
165032,19323,2018-05-01,Car,36,10000,352.78,0,1
165029,19324,2017-12-01,Financial,24,4000,230.0,0,2
165026,19325,2016-11-01,Housing,72,7000,111.81,0,2
165023,19326,2018-08-01,Car,72,7000,123.47,1,1
165020,19327,2018-10-01,Car,36,15000,529.17,0,2
165017,19328,2018-06-01,Housing,48,4000,95.83,0,1
165014,19329,2018-12-01,Car,36,7000,246.94,2,1
165011,19330,2018-11-01,Housing,48,12000,287.5,0,1
165008,19331,2018-02-01,Personal,36,10000,916.67,0,2
165005,19332,2017-06-01,Car,60,7000,148.17,0,1
165002,19333,2017-06-01,Housing,36,7000,223.61,2,2
164999,19334,2017-01-01,Personal,36,15000,550.0,0,1
164996,19335,2018-08-01,Personal,72,12000,220.0,2,2
164993,19336,2018-12-01,Personal,24,25000,1375.0,0,1
164990,19337,2017-04-01,Housing,48,12000,287.5,0,3
164987,19338,2017-12-01,Car,48,12000,317.5,0,2
164984,19339,2017-09-01,Housing,36,5000,159.72,0,1
164981,19340,2017-08-01,Car,48,7000,185.21,1,1
164978,19341,2018-09-01,Housing,60,7000,134.17,0,1
164975,19342,2018-06-01,Car,24,15000,793.75,0,3
164972,19343,2018-03-01,Housing,72,4000,63.89,1,1
164969,19344,2018-01-01,Housing,48,10000,239.58,0,2
164966,19345,2016-08-01,Financial,72,10000,191.67,0,1
164963,19346,2016-07-01,Housing,36,25000,798.61,0,1
164960,19347,2018-08-01,Personal,72,7000,128.33,0,1
164957,19348,2018-01-01,Financial,60,10000,230.0,0,2
164954,19349,2016-10-01,Car,36,4000,141.11,0,2
164951,19350,2017-04-01,Car,48,25000,661.46,0,1
164948,19351,2018-10-01,Financial,36,5000,191.67,0,1
164945,19352,2018-10-01,Financial,24,4000,230.0,0,2
164942,19353,2018-12-01,Car,24,50000,2645.83,4,1
164939,19354,2018-10-01,Car,60,10000,211.67,0,1
164936,19355,2016-03-01,Car,48,4000,105.83,0,1
164933,19356,2017-04-01,Personal,60,10000,220.0,0,2
164930,19357,2016-10-01,Personal,48,15000,412.5,0,1
164927,19358,2017-08-01,Car,36,10000,352.78,0,1
164924,19359,2017-02-01,Housing,48,12000,287.5,0,1
164921,19360,2016-03-01,Housing,60,10000,287.5,1,1
164918,19361,2016-08-01,Car,60,15000,317.5,1,1
164915,19362,2018-06-01,Financial,60,15000,345.0,0,1
164912,19363,2018-01-01,Car,36,30000,1058.33,0,1
164909,19364,2016-06-01,Housing,72,10000,159.72,0,1
164906,19365,2018-08-01,Car,48,10000,264.58,0,1
164903,19366,2016-01-01,Car,72,25000,440.97,0,1
164900,19367,2018-03-01,Car,72,10000,176.39,0,1
164897,19368,2018-08-01,Personal,24,50000,2750.0,1,1
164894,19369,2018-07-01,Housing,36,25000,798.61,0,1
164891,19370,2016-09-01,Car,36,7000,246.94,0,1
164888,19371,2018-12-01,Personal,36,25000,916.67,0,1
164885,19372,2017-04-01,Personal,36,4000,146.67,0,1
164882,19373,2016-05-01,Financial,72,7000,134.17,0,2
164879,19374,2018-03-01,Car,36,10000,352.78,0,1
164876,19375,2017-07-01,Financial,48,15000,431.25,0,1
164873,19376,2017-05-01,Personal,48,10000,275.0,0,3
164870,19377,2017-05-01,Car,24,50000,2645.83,0,2
164867,19378,2016-06-01,Financial,36,4000,153.33,0,1
164864,19379,2017-03-01,Car,36,10000,352.78,0,1
164861,19380,2016-12-01,Personal,24,12000,660.0,0,1
164858,19381,2016-07-01,Housing,72,7000,111.81,0,1
164855,19382,2017-04-01,Car,48,50000,1322.92,0,1
164852,19383,2017-01-01,Financial,72,7000,134.17,0,4
164849,19384,2016-02-01,Housing,48,4000,95.83,1,1
164846,19385,2018-09-01,Financial,48,7000,201.25,0,1
164843,19386,2018-10-01,Personal,36,10000,366.67,0,1
164840,19387,2016-10-01,Car,36,20000,705.56,1,1
164837,19388,2018-11-01,Housing,72,10000,159.72,0,1
164834,19389,2017-12-01,Housing,72,7000,111.81,2,1
164831,19390,2016-01-01,Car,36,7000,246.94,0,1
164828,19391,2018-07-01,Personal,36,15000,550.0,1,3
164825,19392,2018-04-01,Car,48,20000,529.17,0,1
164822,19393,2018-01-01,Housing,36,10000,319.44,3,1
164819,19394,2017-04-01,Personal,72,10000,183.33,0,1
164816,19395,2017-06-01,Personal,36,12000,440.0,0,3
164813,19396,2018-06-01,Personal,72,10000,183.33,4,1
164810,19397,2018-08-01,Car,48,5000,132.29,0,3
164807,19398,2017-04-01,Housing,48,12000,287.5,1,5
164804,19399,2016-10-01,Financial,24,7000,402.5,0,1
164801,19400,2016-09-01,Personal,36,15000,550.0,0,1
164798,19401,2016-06-01,Car,48,25000,661.46,0,1
164795,19402,2018-01-01,Financial,48,10000,287.5,0,1
164792,19403,2018-02-01,Personal,36,10000,366.67,0,4
164789,19404,2017-09-01,Housing,72,7000,111.81,1,1
164786,19405,2018-06-01,Car,24,7000,370.42,1,1
164783,19406,2017-01-01,Car,72,7000,123.47,0,1
164780,19407,2018-07-01,Car,36,4000,141.11,0,1
164777,19408,2016-07-01,Housing,24,15000,718.75,0,2
164774,19409,2017-03-01,Car,36,10000,352.78,0,1
164771,19410,2018-09-01,Housing,72,12000,191.67,4,2
164768,19411,2017-01-01,Housing,60,7000,134.17,0,1
164765,19412,2017-05-01,Car,24,15000,793.75,0,1
164762,19413,2018-10-01,Financial,36,12000,460.0,1,3
164759,19414,2016-04-01,Personal,48,10000,275.0,0,1
164756,19415,2017-10-01,Housing,24,7000,335.42,0,1
164753,19416,2018-08-01,Financial,24,7000,402.5,0,1
164750,19417,2017-01-01,Car,48,7000,185.21,0,1
164747,19418,2016-10-01,Housing,48,15000,359.38,1,1
164744,19419,2017-03-01,Car,72,25000,440.97,0,1
164741,19420,2016-08-01,Car,24,50000,2645.83,0,3
164738,19421,2017-08-01,Car,36,15000,529.17,0,2
164735,19422,2017-10-01,Financial,36,5000,191.67,0,1
164732,19423,2016-06-01,Car,36,50000,1763.89,0,1
164729,19424,2017-02-01,Car,36,7000,246.94,0,1
164726,19425,2017-01-01,Personal,72,10000,366.67,0,1
164723,19426,2018-05-01,Housing,36,25000,798.61,0,1
164720,19427,2016-10-01,Financial,24,10000,575.0,0,1
164717,19428,2016-06-01,Housing,36,4000,127.78,0,1
164714,19429,2016-09-01,Financial,60,10000,230.0,0,3
164711,19430,2017-03-01,Personal,36,15000,550.0,0,1
164708,19431,2016-09-01,Personal,36,10000,366.67,0,1
164705,19432,2017-06-01,Car,72,10000,176.39,0,1
164702,19433,2017-03-01,Car,48,7000,185.21,0,2
164699,19434,2018-10-01,Car,24,10000,793.75,0,1
164696,19435,2016-01-01,Car,48,10000,264.58,2,2
164693,19436,2018-07-01,Personal,60,50000,1100.0,0,3
164690,19437,2017-05-01,Financial,60,25000,575.0,0,1
164687,19438,2017-01-01,Personal,36,10000,366.67,1,1
164684,19439,2016-07-01,Car,72,7000,123.47,0,1
164681,19440,2016-10-01,Housing,36,10000,319.44,0,3
164678,19441,2017-01-01,Financial,36,10000,383.33,0,1
164675,19442,2018-07-01,Car,72,10000,176.39,0,1
164672,19443,2017-10-01,Car,72,12000,211.67,0,2
164669,19444,2017-03-01,Car,72,10000,176.39,0,1
164666,19445,2018-04-01,Housing,36,10000,319.44,0,1
164663,19446,2016-05-01,Financial,48,25000,718.75,0,1
164660,19447,2017-12-01,Housing,36,15000,479.17,2,1
164657,19448,2017-12-01,Housing,36,10000,319.44,1,1
164654,19449,2016-12-01,Car,36,12000,423.33,0,2
164651,19450,2016-02-01,Housing,72,12000,191.67,0,1
164648,19451,2018-01-01,Personal,60,7000,154.0,0,1
164645,19452,2018-03-01,Personal,72,10000,183.33,0,1
164642,19453,2017-09-01,Personal,60,15000,330.0,0,1
164639,19454,2016-12-01,Car,48,20000,529.17,0,2
164636,19455,2016-03-01,Car,48,30000,793.75,1,2
164633,19456,2018-04-01,Housing,24,25000,1197.92,0,2
164630,19457,2016-03-01,Personal,48,10000,275.0,1,3
164627,19458,2017-05-01,Car,48,25000,661.46,0,1
164624,19459,2017-03-01,Housing,36,10000,319.44,0,1
164621,19460,2017-05-01,Financial,72,30000,575.0,0,1
164618,19461,2018-06-01,Personal,48,10000,275.0,0,1
164615,19462,2016-01-01,Car,72,25000,440.97,1,1
164612,19463,2016-03-01,Financial,36,25000,958.33,1,1
164609,19464,2016-06-01,Car,36,25000,881.94,0,2
164606,19465,2017-02-01,Personal,36,30000,1100.0,2,1
164603,19466,2017-07-01,Car,72,10000,176.39,0,1
164600,19467,2017-08-01,Personal,48,7000,192.5,0,1
164597,19468,2018-03-01,Housing,72,25000,399.31,0,2
164594,19469,2018-03-01,Financial,36,15000,575.0,1,2
164591,19470,2017-12-01,Car,36,7000,246.94,0,1
164588,19471,2017-08-01,Housing,36,10000,798.61,1,1
164585,19472,2017-09-01,Financial,24,15000,862.5,1,2
164582,19473,2016-06-01,Housing,36,10000,319.44,0,1
164579,19474,2017-06-01,Personal,48,7000,192.5,1,1
164576,19475,2016-11-01,Car,36,10000,352.78,0,1
164573,19476,2016-04-01,Personal,48,10000,275.0,0,1
164570,19477,2018-05-01,Car,72,10000,176.39,0,1
164567,19478,2016-02-01,Housing,36,25000,798.61,0,1
164564,19479,2017-12-01,Car,48,15000,396.88,2,2
164561,19480,2018-05-01,Housing,36,25000,798.61,0,3
164558,19481,2016-04-01,Housing,36,5000,159.72,0,1
164555,19482,2018-03-01,Financial,72,10000,191.67,0,3
164552,19483,2018-02-01,Car,24,10000,529.17,0,1
164549,19484,2017-01-01,Car,48,7000,185.21,0,1
164546,19485,2016-02-01,Personal,48,10000,275.0,0,1
164543,19486,2018-01-01,Financial,48,10000,287.5,0,1
164540,19487,2018-02-01,Financial,36,12000,460.0,0,1
164537,19488,2018-12-01,Personal,48,25000,687.5,0,1
164534,19489,2018-04-01,Financial,48,5000,143.75,1,1
164531,19490,2018-09-01,Housing,48,10000,287.5,0,2
164528,19491,2016-04-01,Car,36,25000,881.94,0,1
164525,19492,2017-06-01,Car,36,4000,141.11,0,3
164522,19493,2017-01-01,Car,48,5000,132.29,0,1
164519,19494,2017-09-01,Housing,36,12000,383.33,1,1
164516,19495,2017-06-01,Housing,72,12000,191.67,1,2
164513,19496,2018-02-01,Car,36,20000,705.56,0,1
164510,19497,2018-01-01,Personal,36,12000,440.0,1,1
164507,19498,2016-11-01,Housing,36,7000,223.61,0,1
164504,19499,2018-06-01,Personal,24,5000,275.0,0,2
164501,19500,2018-07-01,Financial,36,12000,460.0,0,3
164498,19501,2017-12-01,Housing,24,15000,718.75,0,1
164495,19502,2017-01-01,Housing,72,25000,399.31,1,1
164492,19503,2017-08-01,Car,48,7000,185.21,0,2
164489,19504,2016-10-01,Car,48,4000,105.83,3,1
164486,19505,2018-06-01,Housing,60,7000,134.17,0,1
164483,19506,2018-05-01,Personal,24,25000,1375.0,2,1
164480,19507,2017-12-01,Housing,36,7000,223.61,1,1
164477,19508,2017-01-01,Car,48,15000,396.88,1,1
164474,19509,2016-09-01,Personal,60,5000,110.0,0,1
164471,19510,2017-10-01,Financial,24,12000,690.0,0,2
164468,19511,2018-07-01,Financial,48,12000,345.0,0,1
164465,19512,2016-04-01,Personal,36,4000,146.67,0,3
164462,19513,2017-11-01,Financial,72,12000,230.0,0,1
164459,19514,2016-07-01,Personal,72,7000,128.33,0,1
164456,19515,2018-02-01,Car,24,7000,370.42,0,1
164453,19516,2017-03-01,Car,60,10000,211.67,0,1
164450,19517,2017-04-01,Car,72,10000,176.39,0,1
164447,19518,2016-06-01,Financial,36,30000,1150.0,0,1
164444,19519,2018-02-01,Financial,48,5000,143.75,0,1
164441,19520,2018-03-01,Car,72,10000,176.39,0,1
164438,19521,2018-09-01,Personal,60,10000,220.0,0,1
164435,19522,2016-04-01,Personal,36,7000,256.67,0,1
164432,19523,2016-05-01,Personal,72,10000,183.33,0,1
164429,19524,2017-06-01,Personal,36,12000,440.0,0,1
164426,19525,2018-02-01,Car,36,10000,1058.33,0,1
164423,19526,2017-02-01,Car,48,7000,185.21,0,1
164420,19527,2017-05-01,Car,36,7000,246.94,0,1
164417,19528,2018-06-01,Financial,72,7000,134.17,0,1
164414,19529,2018-05-01,Car,36,15000,529.17,1,2
164411,19530,2016-02-01,Housing,48,7000,167.71,0,4
164408,19531,2017-11-01,Financial,48,10000,287.5,0,1
164405,19532,2016-01-01,Car,72,12000,211.67,0,1
164402,19533,2017-08-01,Personal,48,10000,275.0,0,1
164399,19534,2018-06-01,Personal,36,10000,366.67,0,1
164396,19535,2018-12-01,Personal,36,10000,366.67,0,1
164393,19536,2017-03-01,Car,24,7000,370.42,0,1
164390,19537,2017-05-01,Car,72,25000,440.97,0,1
164387,19538,2016-06-01,Financial,60,10000,230.0,0,2
164384,19539,2017-10-01,Housing,72,7000,111.81,2,1
164381,19540,2018-08-01,Housing,48,15000,359.38,1,1
164378,19541,2017-02-01,Personal,36,12000,440.0,0,1
164375,19542,2016-03-01,Car,36,10000,352.78,2,1
164372,19543,2018-01-01,Car,36,2000,141.11,0,1
164369,19544,2017-09-01,Car,48,25000,661.46,0,1
164366,19545,2017-11-01,Financial,48,10000,287.5,1,1
164363,19546,2016-04-01,Personal,48,15000,412.5,3,1
164360,19547,2017-03-01,Financial,48,7000,201.25,0,2
164357,19548,2017-06-01,Financial,36,12000,460.0,1,2
164354,19549,2016-04-01,Financial,60,10000,276.0,0,1
164351,19550,2016-01-01,Housing,48,7000,167.71,1,1
164348,19551,2016-09-01,Personal,36,10000,366.67,2,2
164345,19552,2016-02-01,Personal,48,7000,192.5,2,1
164342,19553,2018-03-01,Personal,36,15000,550.0,0,1
164339,19554,2018-08-01,Personal,48,7000,192.5,0,1
164336,19555,2017-07-01,Car,48,10000,264.58,0,1
164333,19556,2017-01-01,Housing,72,10000,159.72,0,1
164330,19557,2017-09-01,Car,72,25000,440.97,0,4
164327,19558,2016-11-01,Housing,48,10000,359.38,0,1
164324,19559,2017-04-01,Housing,48,25000,598.96,0,1
164321,19560,2017-06-01,Personal,72,10000,183.33,0,2
164318,19561,2017-02-01,Car,36,25000,881.94,0,1
164315,19562,2017-07-01,Financial,48,25000,718.75,0,2
164312,19563,2016-01-01,Personal,48,10000,275.0,0,1
164309,19564,2017-09-01,Financial,48,12000,345.0,0,1
164306,19565,2016-09-01,Car,36,25000,881.94,1,1
164303,19566,2016-11-01,Car,48,25000,661.46,1,2
164300,19567,2017-06-01,Car,36,4000,141.11,0,1
164297,19568,2017-10-01,Financial,48,7000,201.25,0,1
164294,19569,2016-10-01,Housing,48,7000,167.71,1,2
164291,19570,2016-11-01,Housing,36,10000,319.44,0,1
164288,19571,2018-05-01,Car,48,7000,185.21,0,2
164285,19572,2017-02-01,Car,48,15000,396.88,0,1
164282,19573,2016-03-01,Car,48,12000,317.5,0,1
164279,19574,2018-05-01,Housing,72,4000,63.89,0,1
164276,19575,2016-02-01,Car,48,10000,529.17,1,1
164273,19576,2018-09-01,Financial,48,25000,718.75,1,1
164270,19577,2017-09-01,Car,72,7000,123.47,0,1
164267,19578,2017-09-01,Personal,36,7000,256.67,2,1
164264,19579,2017-07-01,Personal,48,7000,192.5,0,2
164261,19580,2017-05-01,Personal,48,10000,275.0,1,1
164258,19581,2018-11-01,Housing,48,7000,167.71,0,1
164255,19582,2017-03-01,Housing,48,20000,479.17,0,1
164252,19583,2017-07-01,Financial,48,10000,287.5,1,1
164249,19584,2017-07-01,Car,72,15000,264.58,0,1
164246,19585,2017-05-01,Personal,72,25000,458.33,0,1
164243,19586,2018-08-01,Car,72,15000,264.58,0,1
164240,19587,2016-05-01,Housing,36,10000,1597.22,0,2
164237,19588,2016-06-01,Car,36,15000,529.17,0,1
164234,19589,2018-05-01,Car,60,12000,254.0,0,1
164231,19590,2017-06-01,Car,24,15000,793.75,0,1
164228,19591,2017-03-01,Housing,36,7000,223.61,0,1
164225,19592,2016-07-01,Car,48,12000,317.5,0,1
164222,19593,2016-08-01,Housing,36,7000,223.61,0,1
164219,19594,2016-01-01,Car,36,25000,881.94,0,1
164216,19595,2018-09-01,Car,48,7000,185.21,0,1
164213,19596,2017-06-01,Housing,48,25000,598.96,0,1
164210,19597,2018-01-01,Housing,48,10000,239.58,0,1
164207,19598,2017-07-01,Car,36,50000,1763.89,4,3
164204,19599,2017-01-01,Car,48,7000,185.21,0,1
164201,19600,2017-11-01,Car,48,7000,185.21,1,2
164198,19601,2016-05-01,Car,48,7000,185.21,1,1
164195,19602,2018-05-01,Car,36,10000,352.78,0,1
164192,19603,2018-07-01,Personal,60,7000,154.0,1,1
164189,19604,2018-02-01,Car,36,15000,529.17,1,1
164186,19605,2018-10-01,Car,48,12000,317.5,0,1
164183,19606,2016-05-01,Financial,72,25000,479.17,0,1
164180,19607,2016-07-01,Housing,36,10000,319.44,0,1
164177,19608,2018-01-01,Car,60,7000,148.17,0,1
164174,19609,2018-11-01,Car,72,7000,123.47,0,1
164171,19610,2017-04-01,Financial,24,7000,402.5,0,1
164168,19611,2016-07-01,Financial,60,25000,575.0,0,1
164165,19612,2018-08-01,Personal,36,10000,366.67,0,1
164162,19613,2017-03-01,Personal,72,7000,128.33,1,1
164159,19614,2016-09-01,Personal,36,7000,256.67,0,1
164156,19615,2018-04-01,Car,36,10000,352.78,0,3
164153,19616,2016-07-01,Housing,36,30000,958.33,0,3
164150,19617,2016-09-01,Housing,72,10000,159.72,1,3
164147,19618,2017-09-01,Car,60,4000,84.67,0,1
164144,19619,2017-11-01,Personal,48,10000,1375.0,0,5
164141,19620,2018-07-01,Car,24,20000,1058.33,0,2
164138,19621,2016-02-01,Financial,36,10000,383.33,0,1
164135,19622,2018-09-01,Personal,36,10000,366.67,0,2
164132,19623,2017-01-01,Car,48,25000,661.46,0,1
164129,19624,2018-05-01,Car,36,10000,352.78,0,1
164126,19625,2018-10-01,Car,60,5000,105.83,1,2
164123,19626,2017-09-01,Car,48,4000,105.83,0,1
164120,19627,2018-09-01,Financial,36,4000,153.33,0,1
164117,19628,2016-11-01,Financial,48,10000,287.5,1,1
164114,19629,2016-01-01,Financial,72,15000,287.5,0,2
164111,19630,2018-11-01,Personal,24,10000,660.0,0,1
164108,19631,2017-11-01,Car,48,15000,396.88,1,4
164105,19632,2017-05-01,Car,72,2000,88.19,0,1
164102,19633,2018-07-01,Financial,36,7000,268.33,2,1
164099,19634,2018-09-01,Financial,48,7000,201.25,0,1
164096,19635,2016-06-01,Personal,36,7000,256.67,1,2
164093,19636,2018-04-01,Financial,48,10000,287.5,0,1
164090,19637,2018-06-01,Financial,24,50000,2875.0,1,1
164087,19638,2017-05-01,Personal,48,7000,192.5,0,2
164084,19639,2017-02-01,Personal,48,7000,192.5,0,2
164081,19640,2018-07-01,Car,72,4000,70.56,0,2
164078,19641,2017-11-01,Housing,48,10000,479.17,0,1
164075,19642,2017-09-01,Car,72,10000,176.39,3,1
164072,19643,2018-07-01,Car,60,7000,148.17,0,1
164069,19644,2018-02-01,Personal,72,30000,550.0,0,2
164066,19645,2016-02-01,Car,72,10000,176.39,0,1
164063,19646,2016-04-01,Housing,48,15000,359.38,0,2
164060,19647,2018-12-01,Car,36,7000,246.94,0,4
164057,19648,2018-10-01,Personal,24,25000,1375.0,0,1
164054,19649,2016-08-01,Car,48,15000,396.88,0,1
164051,19650,2018-02-01,Car,36,25000,881.94,1,1
164048,19651,2017-09-01,Housing,48,25000,598.96,0,1
164045,19652,2016-06-01,Car,48,10000,264.58,0,2
164042,19653,2016-07-01,Housing,36,4000,127.78,0,1
164039,19654,2016-02-01,Personal,36,20000,733.33,0,1
164036,19655,2017-07-01,Personal,72,15000,275.0,0,2
164033,19656,2018-10-01,Financial,36,25000,958.33,1,1
164030,19657,2016-09-01,Housing,72,10000,159.72,0,1
164027,19658,2017-04-01,Car,36,10000,352.78,0,1
164024,19659,2018-07-01,Financial,48,10000,287.5,0,1
164021,19660,2018-07-01,Personal,36,10000,366.67,0,2
164018,19661,2018-06-01,Housing,48,7000,167.71,1,3
164015,19662,2017-12-01,Personal,48,7000,192.5,0,1
164012,19663,2017-08-01,Housing,48,15000,359.38,0,1
164009,19664,2016-12-01,Housing,36,5000,159.72,0,1
164006,19665,2017-03-01,Housing,72,12000,191.67,0,1
164003,19666,2017-01-01,Car,24,15000,793.75,0,3
164000,19667,2018-05-01,Car,36,10000,352.78,0,1
163997,19668,2018-07-01,Car,48,4000,105.83,2,1
163994,19669,2018-03-01,Car,36,25000,881.94,1,1
163991,19670,2018-05-01,Car,72,7000,123.47,1,2
163988,19671,2018-12-01,Personal,36,10000,366.67,1,1
163985,19672,2016-02-01,Car,48,7000,185.21,0,1
163982,19673,2017-07-01,Car,48,7000,185.21,0,2
163979,19674,2018-06-01,Financial,36,25000,958.33,1,1
163976,19675,2018-09-01,Financial,24,7000,402.5,0,1
163973,19676,2017-02-01,Personal,72,10000,275.0,3,3
163970,19677,2018-03-01,Personal,72,25000,458.33,0,1
163967,19678,2017-12-01,Personal,72,50000,916.67,0,2
163964,19679,2017-06-01,Housing,36,30000,958.33,1,1
163961,19680,2017-07-01,Personal,24,15000,825.0,0,2
163958,19681,2017-10-01,Car,36,7000,246.94,0,1
163955,19682,2016-06-01,Personal,60,7000,154.0,0,1
163952,19683,2018-06-01,Car,48,15000,396.88,0,2
163949,19684,2018-06-01,Financial,36,10000,383.33,1,1
163946,19685,2016-10-01,Personal,24,4000,220.0,0,2
163943,19686,2018-08-01,Car,60,12000,254.0,0,2
163940,19687,2018-08-01,Personal,72,10000,183.33,1,1
163937,19688,2017-03-01,Personal,36,5000,183.33,0,2
163934,19689,2017-03-01,Car,36,12000,423.33,0,1
163931,19690,2017-01-01,Car,24,10000,529.17,0,2
163928,19691,2017-06-01,Car,72,15000,264.58,1,1
163925,19692,2017-10-01,Personal,48,10000,275.0,0,1
163922,19693,2018-03-01,Housing,72,7000,111.81,0,3
163919,19694,2017-10-01,Housing,36,10000,319.44,1,1
163916,19695,2018-05-01,Personal,72,4000,73.33,0,1
163913,19696,2016-10-01,Personal,48,25000,687.5,0,2
163910,19697,2016-10-01,Housing,36,7000,223.61,0,1
163907,19698,2018-07-01,Housing,48,12000,287.5,0,1
163904,19699,2017-10-01,Car,36,20000,705.56,0,1
163901,19700,2016-03-01,Car,48,10000,264.58,0,2
163898,19701,2016-06-01,Financial,72,15000,287.5,0,1
163895,19702,2017-09-01,Car,48,10000,264.58,0,2
163892,19703,2017-09-01,Car,48,10000,264.58,0,1
163889,19704,2018-01-01,Car,48,15000,396.88,2,1
163886,19705,2017-10-01,Car,48,7000,185.21,1,1
163883,19706,2018-02-01,Personal,24,10000,550.0,0,2
163880,19707,2016-08-01,Car,48,15000,396.88,0,1
163877,19708,2017-06-01,Personal,60,10000,220.0,0,1
163874,19709,2017-02-01,Personal,48,50000,1375.0,0,1
163871,19710,2016-03-01,Car,72,7000,123.47,0,2
163868,19711,2018-10-01,Car,36,7000,246.94,0,2
163865,19712,2016-08-01,Housing,60,7000,134.17,0,1
163862,19713,2016-04-01,Car,48,10000,264.58,0,1
163859,19714,2018-05-01,Car,48,7000,185.21,0,1
163856,19715,2017-07-01,Car,48,15000,396.88,1,1
163853,19716,2017-04-01,Personal,48,25000,687.5,0,3
163850,19717,2016-12-01,Financial,24,15000,862.5,0,1
163847,19718,2016-08-01,Car,72,10000,211.67,0,3
163844,19719,2016-04-01,Housing,36,10000,319.44,0,1
163841,19720,2018-05-01,Housing,48,7000,167.71,0,1
163838,19721,2016-12-01,Car,36,10000,352.78,0,1
163835,19722,2016-11-01,Housing,24,25000,1197.92,0,3
163832,19723,2016-09-01,Housing,36,25000,798.61,1,1
163829,19724,2017-05-01,Personal,72,7000,128.33,1,2
163826,19725,2016-08-01,Housing,48,7000,167.71,1,2
163823,19726,2016-09-01,Housing,48,10000,239.58,0,1
163820,19727,2017-10-01,Financial,48,25000,718.75,1,1
163817,19728,2017-10-01,Financial,36,12000,460.0,0,1
163814,19729,2017-03-01,Financial,72,7000,134.17,0,1
163811,19730,2016-09-01,Personal,36,7000,256.67,0,2
163808,19731,2017-03-01,Personal,72,10000,275.0,0,1
163805,19732,2017-11-01,Car,60,10000,211.67,1,2
163802,19733,2016-01-01,Housing,48,10000,239.58,1,1
163799,19734,2017-03-01,Personal,24,50000,2750.0,1,1
163796,19735,2017-06-01,Car,60,15000,317.5,0,1
163793,19736,2016-11-01,Car,72,7000,123.47,1,2
163790,19737,2018-05-01,Financial,24,50000,2875.0,0,2
163787,19738,2016-03-01,Housing,36,30000,958.33,0,1
163784,19739,2017-02-01,Personal,72,10000,183.33,0,1
163781,19740,2017-04-01,Housing,48,25000,598.96,0,1
163778,19741,2016-05-01,Personal,36,5000,183.33,2,1
163775,19742,2016-03-01,Personal,72,25000,458.33,0,1
163772,19743,2016-06-01,Housing,72,15000,239.58,0,1
163769,19744,2018-11-01,Car,60,20000,423.33,0,1
163766,19745,2018-09-01,Housing,60,10000,575.0,1,1
163763,19746,2017-12-01,Personal,36,7000,256.67,0,2
163760,19747,2018-01-01,Car,72,10000,264.58,2,1
163757,19748,2018-08-01,Housing,24,7000,335.42,0,3
163754,19749,2017-04-01,Car,36,10000,529.17,1,2
163751,19750,2018-12-01,Personal,72,10000,183.33,1,1
163748,19751,2018-12-01,Financial,72,10000,191.67,0,3
163745,19752,2016-12-01,Car,72,15000,264.58,0,4
163742,19753,2018-06-01,Personal,48,4000,110.0,0,3
163739,19754,2016-08-01,Personal,36,15000,550.0,0,1
163736,19755,2018-03-01,Personal,72,10000,183.33,0,3
