loan_id,start_date,end_date
169457,2017-04-01,2017-06-01
169454,2018-08-01,2018-11-01
169448,2017-12-01,2018-02-01
169445,2019-02-01,2019-03-01
169439,2016-12-01,2017-02-01
169430,2019-03-01,2019-04-01
169412,2016-12-01,2017-04-01
169406,2018-02-01,2018-05-01
169400,2017-09-01,2017-12-01
169394,2019-03-01,2019-06-01
169391,2017-12-01,2018-03-01
169388,2019-07-01,2019-10-01
169385,2019-05-01,2019-08-01
169382,2019-08-01,2019-11-01
169376,2016-10-01,2017-02-01
169370,2017-12-01,2018-03-01
169364,2017-09-01,2018-01-01
169358,2019-07-01,2019-10-01
169355,2019-06-01,2019-07-01
169340,2017-01-01,2017-03-01
169337,2017-06-01,2017-09-01
169331,2018-10-01,2018-11-01
169328,2017-06-01,2017-09-01
169325,2016-02-01,2016-04-01
169322,2018-01-01,2018-02-01
169316,2016-11-01,2017-03-01
169304,2016-10-01,2016-11-01
169301,2019-07-01,2019-10-01
169286,2017-10-01,2018-01-01
169283,2016-04-01,2016-05-01
169277,2018-10-01,2019-02-01
169274,2017-11-01,2018-03-01
169262,2016-06-01,2016-10-01
169259,2016-12-01,2017-04-01
169241,2018-02-01,2018-05-01
169238,2016-03-01,2016-06-01
169235,2018-04-01,2018-06-01
169232,2017-03-01,2017-06-01
169217,2016-11-01,2016-12-01
169211,2019-04-01,2019-07-01
169202,2017-09-01,2018-01-01
169181,2016-04-01,2016-06-01
169169,2016-06-01,2016-09-01
169160,2019-06-01,2019-09-01
169154,2019-06-01,2019-10-01
169148,2017-11-01,2018-02-01
169142,2018-05-01,2018-06-01
169136,2017-10-01,2018-01-01
169130,2016-11-01,2017-03-01
169109,2017-06-01,2017-09-01
169103,2018-04-01,2018-08-01
169082,2018-09-01,2019-01-01
169079,2018-10-01,2019-01-01
169073,2018-12-01,2019-01-01
169070,2018-12-01,2019-02-01
169067,2016-10-01,2017-02-01
169064,2017-03-01,2017-05-01
169061,2017-09-01,2017-11-01
169040,2016-11-01,2017-02-01
169007,2017-12-01,2018-01-01
168980,2017-04-01,2017-07-01
168977,2017-03-01,2017-07-01
168965,2016-07-01,2016-09-01
168962,2017-05-01,2017-08-01
168959,2016-10-01,2016-12-01
168944,2017-07-01,2017-11-01
168935,2017-10-01,2018-01-01
168911,2019-06-01,2019-10-01
168908,2017-02-01,2017-05-01
168899,2016-07-01,2016-10-01
168893,2016-11-01,2017-02-01
168878,2018-06-01,2018-09-01
168854,2019-02-01,2019-05-01
168848,2016-05-01,2016-07-01
168845,2019-03-01,2019-05-01
168842,2017-09-01,2017-10-01
168839,2017-02-01,2017-05-01
168830,2017-12-01,2018-03-01
168812,2016-10-01,2017-01-01
168809,2017-07-01,2017-11-01
168803,2018-07-01,2018-10-01
168797,2016-12-01,2017-02-01
168794,2016-07-01,2016-08-01
168791,2017-02-01,2017-06-01
168776,2019-01-01,2019-05-01
168773,2017-08-01,2017-12-01
168770,2017-02-01,2017-06-01
168767,2017-03-01,2017-04-01
168764,2017-01-01,2017-03-01
168761,2017-03-01,2017-06-01
168749,2019-08-01,2019-10-01
168743,2018-11-01,2019-03-01
168740,2018-03-01,2018-06-01
168737,2017-01-01,2017-05-01
168725,2019-05-01,2019-09-01
168719,2017-08-01,2017-12-01
168716,2017-09-01,2017-12-01
168698,2016-08-01,2016-09-01
168689,2018-07-01,2018-08-01
168683,2017-01-01,2017-02-01
168662,2017-12-01,2018-02-01
168659,2018-05-01,2018-07-01
168656,2018-05-01,2018-06-01
168653,2017-08-01,2017-11-01
168650,2017-10-01,2018-01-01
168647,2019-08-01,2019-12-01
168638,2016-11-01,2016-12-01
168626,2017-08-01,2017-11-01
168623,2019-05-01,2019-08-01
168617,2017-08-01,2017-11-01
168587,2019-01-01,2019-04-01
168572,2018-10-01,2018-12-01
168569,2016-12-01,2017-01-01
168566,2018-10-01,2019-01-01
168557,2018-03-01,2018-04-01
168545,2018-04-01,2018-06-01
168539,2018-06-01,2018-10-01
168536,2016-12-01,2017-04-01
168530,2018-09-01,2019-01-01
168527,2018-07-01,2018-09-01
168518,2016-05-01,2016-08-01
168512,2017-07-01,2017-10-01
168503,2018-04-01,2018-05-01
168497,2017-12-01,2018-01-01
168485,2018-04-01,2018-06-01
168476,2018-08-01,2018-11-01
168461,2019-07-01,2019-11-01
168458,2018-10-01,2018-12-01
168452,2016-10-01,2017-02-01
168449,2017-06-01,2017-09-01
168431,2017-04-01,2017-06-01
168428,2017-06-01,2017-09-01
168422,2019-10-01,2020-02-01
168410,2017-07-01,2017-11-01
168401,2019-04-01,2019-05-01
168386,2016-10-01,2017-02-01
168383,2018-01-01,2018-04-01
168380,2018-03-01,2018-07-01
168359,2018-11-01,2019-01-01
168353,2019-02-01,2019-05-01
168350,2017-11-01,2018-01-01
168335,2017-08-01,2017-12-01
168326,2019-01-01,2019-02-01
168323,2017-02-01,2017-06-01
168314,2017-09-01,2017-10-01
168308,2019-02-01,2019-05-01
168299,2017-12-01,2018-03-01
168287,2017-12-01,2018-04-01
168278,2016-10-01,2016-11-01
168275,2017-11-01,2018-01-01
168266,2018-10-01,2019-01-01
168263,2019-01-01,2019-04-01
168260,2017-11-01,2018-01-01
168251,2016-07-01,2016-10-01
168242,2017-11-01,2017-12-01
168239,2017-08-01,2017-12-01
168236,2016-07-01,2016-09-01
168233,2016-10-01,2017-01-01
168224,2017-03-01,2017-04-01
168221,2016-05-01,2016-08-01
168185,2019-05-01,2019-08-01
168179,2017-12-01,2018-01-01
168176,2016-11-01,2017-02-01
168173,2019-02-01,2019-03-01
168164,2016-10-01,2017-01-01
168158,2017-09-01,2017-12-01
168155,2016-09-01,2016-10-01
168152,2017-03-01,2017-04-01
168149,2018-12-01,2019-03-01
168143,2018-09-01,2018-11-01
168140,2016-09-01,2016-12-01
168137,2017-09-01,2017-10-01
168134,2016-12-01,2017-03-01
168131,2018-02-01,2018-05-01
168125,2018-02-01,2018-05-01
168122,2018-09-01,2018-10-01
168119,2017-10-01,2018-01-01
168110,2019-01-01,2019-02-01
168107,2018-11-01,2019-01-01
168095,2016-10-01,2017-01-01
168092,2018-10-01,2019-02-01
168077,2018-04-01,2018-05-01
168068,2019-04-01,2019-06-01
168065,2019-04-01,2019-05-01
168056,2018-10-01,2018-12-01
168053,2018-10-01,2018-11-01
168038,2018-04-01,2018-08-01
168023,2019-02-01,2019-06-01
168020,2017-02-01,2017-06-01
168014,2019-01-01,2019-04-01
168011,2018-07-01,2018-11-01
168008,2018-12-01,2019-02-01
167987,2016-06-01,2016-09-01
167948,2017-09-01,2017-12-01
167936,2016-03-01,2016-07-01
167933,2016-05-01,2016-08-01
167924,2018-05-01,2018-08-01
167918,2017-12-01,2018-01-01
167912,2019-02-01,2019-05-01
167903,2018-04-01,2018-08-01
167885,2016-04-01,2016-06-01
167882,2017-05-01,2017-09-01
167876,2016-05-01,2016-09-01
167873,2018-01-01,2018-02-01
167870,2017-01-01,2017-05-01
167867,2017-12-01,2018-04-01
167864,2017-07-01,2017-10-01
167861,2017-09-01,2017-10-01
167855,2017-01-01,2017-05-01
167846,2017-10-01,2018-02-01
167843,2019-07-01,2019-10-01
167840,2016-09-01,2017-01-01
167807,2017-09-01,2018-01-01
167798,2019-07-01,2019-11-01
167792,2017-05-01,2017-06-01
167783,2017-12-01,2018-04-01
167780,2017-06-01,2017-10-01
167762,2017-02-01,2017-03-01
167753,2017-03-01,2017-05-01
167747,2018-03-01,2018-06-01
167732,2018-01-01,2018-04-01
167729,2016-11-01,2016-12-01
167723,2018-12-01,2019-04-01
167717,2018-01-01,2018-02-01
167702,2018-10-01,2019-01-01
167696,2017-03-01,2017-07-01
167693,2017-05-01,2017-08-01
167687,2018-05-01,2018-08-01
167675,2016-09-01,2016-10-01
167669,2016-12-01,2017-01-01
167666,2019-09-01,2020-01-01
167654,2018-09-01,2018-12-01
167648,2017-05-01,2017-09-01
167639,2017-04-01,2017-07-01
167633,2017-07-01,2017-11-01
167630,2018-08-01,2018-11-01
167621,2018-11-01,2019-03-01
167612,2018-03-01,2018-04-01
167603,2017-09-01,2017-12-01
167600,2016-08-01,2016-11-01
167597,2017-08-01,2017-11-01
167579,2017-03-01,2017-07-01
167576,2018-09-01,2018-12-01
167573,2019-02-01,2019-05-01
167564,2017-08-01,2017-10-01
167552,2019-03-01,2019-07-01
167543,2018-07-01,2018-10-01
167537,2018-08-01,2018-11-01
167516,2018-10-01,2018-11-01
167510,2019-05-01,2019-08-01
167504,2016-09-01,2016-10-01
167492,2019-07-01,2019-11-01
167486,2019-03-01,2019-04-01
167483,2017-08-01,2017-10-01
167465,2016-11-01,2017-01-01
167447,2018-04-01,2018-07-01
167444,2017-05-01,2017-07-01
167438,2019-04-01,2019-07-01
167435,2017-01-01,2017-03-01
167432,2018-08-01,2018-10-01
167423,2016-06-01,2016-07-01
167420,2016-02-01,2016-05-01
167414,2019-01-01,2019-04-01
167411,2018-12-01,2019-03-01
167408,2016-05-01,2016-06-01
167396,2017-09-01,2018-01-01
167378,2016-06-01,2016-07-01
167372,2017-11-01,2017-12-01
167366,2016-10-01,2017-01-01
167357,2017-04-01,2017-08-01
167348,2017-10-01,2017-11-01
167345,2018-05-01,2018-07-01
167333,2016-10-01,2017-02-01
167318,2017-03-01,2017-07-01
167315,2017-01-01,2017-05-01
167312,2017-12-01,2018-01-01
167309,2018-04-01,2018-07-01
167291,2016-08-01,2016-09-01
167276,2017-03-01,2017-04-01
167273,2016-06-01,2016-10-01
167270,2016-08-01,2016-09-01
167264,2019-05-01,2019-06-01
167258,2017-12-01,2018-04-01
167255,2019-07-01,2019-09-01
167249,2018-12-01,2019-01-01
167240,2018-11-01,2019-02-01
167234,2017-07-01,2017-11-01
167231,2017-04-01,2017-05-01
167228,2017-07-01,2017-10-01
167216,2019-02-01,2019-06-01
167213,2017-04-01,2017-07-01
167207,2017-10-01,2018-01-01
167204,2017-10-01,2017-12-01
167195,2017-10-01,2018-01-01
167180,2017-01-01,2017-04-01
167174,2019-02-01,2019-03-01
167162,2017-11-01,2018-01-01
167156,2017-08-01,2017-11-01
167150,2018-09-01,2018-10-01
167147,2019-01-01,2019-03-01
167141,2018-12-01,2019-04-01
167138,2016-05-01,2016-06-01
167123,2017-12-01,2018-02-01
167117,2019-10-01,2020-02-01
167111,2018-09-01,2018-10-01
167096,2016-10-01,2017-01-01
167081,2017-11-01,2018-02-01
167072,2018-10-01,2018-11-01
167063,2018-09-01,2019-01-01
167060,2019-03-01,2019-04-01
167057,2018-04-01,2018-06-01
167051,2017-05-01,2017-07-01
167042,2017-12-01,2018-04-01
167036,2017-03-01,2017-06-01
167015,2018-10-01,2018-12-01
167012,2017-05-01,2017-07-01
167006,2018-11-01,2019-03-01
167003,2018-03-01,2018-06-01
167000,2017-07-01,2017-10-01
166994,2019-06-01,2019-10-01
166976,2016-09-01,2016-10-01
166970,2018-12-01,2019-03-01
166967,2018-05-01,2018-08-01
166964,2018-07-01,2018-11-01
166952,2018-10-01,2019-01-01
166943,2018-08-01,2018-11-01
166922,2019-09-01,2019-12-01
166919,2017-02-01,2017-06-01
166916,2018-03-01,2018-06-01
166913,2019-09-01,2019-12-01
166907,2016-10-01,2017-01-01
166904,2019-04-01,2019-07-01
166898,2018-08-01,2018-11-01
166895,2017-01-01,2017-04-01
166880,2017-05-01,2017-08-01
166868,2017-07-01,2017-11-01
166865,2018-07-01,2018-11-01
166859,2017-08-01,2017-10-01
166856,2017-09-01,2017-12-01
166853,2019-04-01,2019-08-01
166850,2017-03-01,2017-05-01
166847,2016-08-01,2016-09-01
166844,2018-06-01,2018-07-01
166835,2017-12-01,2018-03-01
166823,2018-12-01,2019-03-01
166820,2016-09-01,2016-12-01
166814,2017-09-01,2018-01-01
166808,2016-06-01,2016-10-01
166796,2017-11-01,2018-01-01
166781,2018-01-01,2018-02-01
166778,2017-05-01,2017-08-01
166772,2018-09-01,2018-10-01
166757,2017-11-01,2018-01-01
166739,2018-05-01,2018-09-01
166736,2019-04-01,2019-08-01
166715,2018-05-01,2018-09-01
166712,2019-05-01,2019-07-01
166703,2018-02-01,2018-04-01
166700,2017-07-01,2017-09-01
166697,2018-10-01,2019-02-01
166682,2019-02-01,2019-03-01
166673,2018-01-01,2018-04-01
166670,2018-07-01,2018-10-01
166664,2018-08-01,2018-09-01
166658,2018-01-01,2018-03-01
166646,2018-11-01,2019-01-01
166643,2017-02-01,2017-06-01
166640,2017-03-01,2017-06-01
166637,2019-05-01,2019-09-01
166604,2018-05-01,2018-08-01
166583,2018-10-01,2018-11-01
166574,2017-05-01,2017-06-01
166571,2019-04-01,2019-07-01
166565,2016-11-01,2017-01-01
166559,2017-07-01,2017-11-01
166553,2018-07-01,2018-08-01
166544,2017-04-01,2017-08-01
166538,2018-08-01,2018-11-01
166535,2017-05-01,2017-08-01
166532,2018-10-01,2018-11-01
166529,2018-05-01,2018-07-01
166511,2017-09-01,2018-01-01
166502,2018-10-01,2019-01-01
166499,2017-10-01,2018-02-01
166496,2019-03-01,2019-04-01
166490,2016-12-01,2017-04-01
166481,2018-12-01,2019-03-01
166478,2017-09-01,2017-11-01
166475,2017-06-01,2017-07-01
166472,2017-11-01,2018-03-01
166469,2018-01-01,2018-04-01
166451,2017-04-01,2017-08-01
166445,2018-12-01,2019-01-01
166442,2018-08-01,2018-10-01
166436,2019-06-01,2019-08-01
166433,2017-08-01,2017-11-01
166427,2017-11-01,2017-12-01
166424,2019-07-01,2019-10-01
166421,2018-06-01,2018-08-01
166415,2018-03-01,2018-06-01
166400,2017-11-01,2018-03-01
166397,2017-09-01,2018-01-01
166391,2016-05-01,2016-07-01
166376,2017-12-01,2018-03-01
166373,2017-02-01,2017-06-01
166367,2019-06-01,2019-08-01
166364,2018-01-01,2018-03-01
166361,2019-04-01,2019-05-01
166358,2018-11-01,2018-12-01
166352,2019-03-01,2019-06-01
166307,2017-06-01,2017-09-01
166304,2018-06-01,2018-09-01
166298,2017-04-01,2017-06-01
166292,2017-10-01,2018-02-01
166286,2016-09-01,2017-01-01
166277,2017-07-01,2017-08-01
166274,2016-11-01,2017-03-01
166271,2019-02-01,2019-05-01
166259,2018-02-01,2018-06-01
166238,2018-04-01,2018-05-01
166235,2018-03-01,2018-04-01
166229,2017-03-01,2017-06-01
166223,2019-01-01,2019-04-01
166217,2019-03-01,2019-07-01
166214,2017-01-01,2017-05-01
166211,2016-07-01,2016-08-01
166208,2017-09-01,2018-01-01
166202,2018-08-01,2018-11-01
166196,2017-10-01,2017-12-01
166184,2017-01-01,2017-04-01
166166,2018-01-01,2018-05-01
166160,2018-08-01,2018-12-01
166148,2016-09-01,2017-01-01
166139,2019-01-01,2019-05-01
166133,2017-11-01,2018-02-01
166118,2016-11-01,2017-01-01
166103,2018-01-01,2018-05-01
166100,2017-03-01,2017-06-01
166094,2017-01-01,2017-02-01
166085,2016-10-01,2016-11-01
166070,2016-08-01,2016-09-01
166064,2018-06-01,2018-09-01
166061,2019-05-01,2019-08-01
166052,2017-04-01,2017-08-01
166043,2018-11-01,2019-02-01
166037,2016-09-01,2016-12-01
166025,2018-04-01,2018-05-01
166016,2018-09-01,2019-01-01
166013,2017-02-01,2017-06-01
166007,2016-07-01,2016-09-01
166004,2018-11-01,2018-12-01
166001,2019-07-01,2019-11-01
165995,2018-06-01,2018-09-01
165989,2018-11-01,2019-02-01
165986,2016-10-01,2016-11-01
165983,2018-09-01,2019-01-01
165974,2018-12-01,2019-02-01
165944,2016-12-01,2017-04-01
165935,2017-03-01,2017-05-01
165920,2018-10-01,2018-12-01
165917,2016-04-01,2016-05-01
165914,2016-12-01,2017-02-01
165905,2017-08-01,2017-11-01
165899,2018-03-01,2018-06-01
165896,2018-05-01,2018-07-01
165893,2019-04-01,2019-06-01
165887,2017-05-01,2017-09-01
165884,2016-08-01,2016-11-01
165878,2017-09-01,2017-11-01
165872,2016-05-01,2016-08-01
165857,2018-12-01,2019-04-01
165842,2017-08-01,2017-11-01
165833,2017-11-01,2018-02-01
165827,2016-07-01,2016-10-01
165812,2016-07-01,2016-10-01
165809,2018-12-01,2019-02-01
165803,2019-05-01,2019-06-01
165791,2018-10-01,2018-12-01
165785,2019-05-01,2019-09-01
165776,2017-06-01,2017-07-01
165746,2016-07-01,2016-11-01
165737,2018-12-01,2019-01-01
165734,2018-03-01,2018-04-01
165722,2018-02-01,2018-04-01
165719,2018-10-01,2019-02-01
165707,2018-04-01,2018-05-01
165701,2018-01-01,2018-05-01
165689,2017-07-01,2017-10-01
165686,2017-01-01,2017-05-01
165677,2018-10-01,2019-01-01
165671,2016-11-01,2017-02-01
165668,2017-10-01,2018-02-01
165656,2017-06-01,2017-09-01
165653,2017-11-01,2017-12-01
165650,2018-11-01,2019-02-01
165644,2017-06-01,2017-07-01
165641,2017-09-01,2018-01-01
165638,2016-07-01,2016-08-01
165635,2017-02-01,2017-04-01
165629,2019-06-01,2019-07-01
165617,2017-01-01,2017-04-01
165614,2017-04-01,2017-05-01
165611,2016-07-01,2016-08-01
165608,2016-10-01,2017-01-01
165593,2016-11-01,2017-03-01
165584,2019-06-01,2019-09-01
165581,2016-11-01,2017-03-01
165569,2019-09-01,2019-12-01
165566,2016-04-01,2016-05-01
165563,2019-09-01,2019-10-01
165560,2017-12-01,2018-03-01
165551,2018-11-01,2019-01-01
165548,2018-11-01,2019-03-01
165545,2017-10-01,2018-01-01
165542,2018-07-01,2018-09-01
165539,2017-12-01,2018-04-01
165536,2016-08-01,2016-11-01
165533,2018-12-01,2019-02-01
165530,2019-06-01,2019-10-01
165527,2016-12-01,2017-01-01
165512,2016-10-01,2017-01-01
165506,2018-04-01,2018-05-01
165464,2018-09-01,2018-10-01
165458,2018-10-01,2019-01-01
165452,2018-05-01,2018-07-01
165446,2018-02-01,2018-03-01
165434,2018-02-01,2018-03-01
165428,2017-01-01,2017-04-01
165425,2017-11-01,2018-02-01
165419,2018-03-01,2018-06-01
165410,2017-12-01,2018-03-01
165401,2019-03-01,2019-05-01
165392,2018-09-01,2018-12-01
165380,2016-07-01,2016-09-01
165374,2019-02-01,2019-04-01
165356,2017-09-01,2017-11-01
165353,2017-06-01,2017-07-01
165347,2017-09-01,2018-01-01
165344,2019-01-01,2019-04-01
165338,2017-07-01,2017-10-01
165329,2018-02-01,2018-06-01
165326,2016-09-01,2016-10-01
165323,2017-06-01,2017-07-01
165311,2017-08-01,2017-09-01
165308,2017-10-01,2017-12-01
165302,2019-07-01,2019-11-01
165299,2018-05-01,2018-07-01
165293,2019-03-01,2019-07-01
165269,2016-05-01,2016-08-01
165263,2017-09-01,2017-10-01
165254,2019-02-01,2019-06-01
165251,2017-07-01,2017-08-01
165248,2018-12-01,2019-02-01
165230,2018-07-01,2018-10-01
165224,2017-02-01,2017-06-01
165221,2018-04-01,2018-06-01
165218,2018-07-01,2018-11-01
165203,2017-12-01,2018-02-01
165200,2016-06-01,2016-08-01
165191,2017-10-01,2017-12-01
165161,2017-05-01,2017-08-01
165152,2016-07-01,2016-10-01
165149,2017-09-01,2017-12-01
165131,2018-04-01,2018-06-01
165125,2019-01-01,2019-05-01
165116,2017-09-01,2017-10-01
165113,2018-08-01,2018-10-01
165104,2018-02-01,2018-06-01
165101,2018-02-01,2018-05-01
165098,2019-07-01,2019-11-01
165092,2018-05-01,2018-08-01
165074,2018-04-01,2018-06-01
165068,2017-11-01,2018-03-01
165062,2016-08-01,2016-12-01
165059,2019-09-01,2019-12-01
165056,2019-03-01,2019-06-01
165053,2018-02-01,2018-06-01
165038,2017-08-01,2017-12-01
165035,2017-10-01,2018-02-01
165026,2017-03-01,2017-06-01
165023,2019-06-01,2019-08-01
165020,2019-05-01,2019-08-01
165011,2019-05-01,2019-08-01
165005,2018-02-01,2018-03-01
164999,2017-07-01,2017-10-01
164996,2019-01-01,2019-02-01
164993,2019-03-01,2019-06-01
164987,2018-08-01,2018-10-01
164972,2018-11-01,2019-02-01
164954,2017-04-01,2017-05-01
164951,2017-09-01,2017-11-01
164942,2019-10-01,2020-02-01
164933,2017-11-01,2017-12-01
164930,2017-04-01,2017-05-01
164921,2016-06-01,2016-08-01
164915,2019-03-01,2019-05-01
164912,2018-10-01,2019-01-01
164909,2016-11-01,2016-12-01
164903,2016-04-01,2016-07-01
164900,2018-11-01,2019-02-01
164894,2019-02-01,2019-05-01
164891,2016-10-01,2017-01-01
164888,2019-08-01,2019-12-01
164885,2017-12-01,2018-01-01
164870,2017-08-01,2017-12-01
164861,2017-05-01,2017-08-01
164855,2017-05-01,2017-08-01
164846,2018-10-01,2019-01-01
164828,2019-02-01,2019-06-01
164816,2017-11-01,2018-03-01
164810,2019-05-01,2019-07-01
164807,2017-07-01,2017-11-01
164804,2017-03-01,2017-07-01
164801,2017-01-01,2017-05-01
164795,2018-06-01,2018-08-01
164789,2017-11-01,2018-03-01
164777,2017-01-01,2017-03-01
164762,2019-06-01,2019-09-01
164759,2017-02-01,2017-05-01
164753,2018-09-01,2018-11-01
164747,2017-05-01,2017-06-01
164741,2017-05-01,2017-09-01
164735,2018-01-01,2018-04-01
164732,2017-04-01,2017-07-01
164729,2017-06-01,2017-09-01
164720,2017-05-01,2017-08-01
164708,2017-04-01,2017-08-01
164699,2019-07-01,2019-09-01
164693,2019-02-01,2019-06-01
164684,2017-05-01,2017-06-01
164681,2016-12-01,2017-01-01
164675,2019-03-01,2019-04-01
164669,2017-07-01,2017-10-01
164666,2018-06-01,2018-07-01
164663,2017-03-01,2017-07-01
164660,2018-10-01,2018-11-01
164657,2018-09-01,2018-12-01
164654,2017-01-01,2017-02-01
164648,2018-06-01,2018-07-01
164639,2017-02-01,2017-05-01
164636,2016-04-01,2016-08-01
164612,2016-08-01,2016-12-01
164606,2017-11-01,2018-03-01
164603,2017-12-01,2018-01-01
164597,2018-09-01,2018-12-01
164585,2017-10-01,2017-11-01
164576,2017-05-01,2017-09-01
164573,2016-05-01,2016-09-01
164564,2018-07-01,2018-08-01
164555,2019-01-01,2019-02-01
164552,2018-11-01,2019-02-01
164546,2016-06-01,2016-10-01
164537,2019-05-01,2019-08-01
164525,2017-10-01,2018-01-01
164519,2018-03-01,2018-06-01
164516,2017-12-01,2018-04-01
164513,2018-08-01,2018-10-01
164498,2018-06-01,2018-09-01
164474,2016-10-01,2016-11-01
164468,2018-08-01,2018-09-01
164441,2018-12-01,2019-01-01
164438,2018-12-01,2019-04-01
164435,2016-10-01,2016-11-01
164432,2016-08-01,2016-09-01
164429,2018-01-01,2018-02-01
164426,2018-07-01,2018-08-01
164420,2017-09-01,2017-10-01
164417,2019-04-01,2019-05-01
164411,2016-09-01,2017-01-01
164408,2017-12-01,2018-02-01
164402,2018-05-01,2018-07-01
164399,2018-09-01,2018-10-01
164393,2017-08-01,2017-11-01
164390,2017-08-01,2017-12-01
164381,2018-09-01,2018-12-01
164375,2017-01-01,2017-04-01
164366,2018-08-01,2018-10-01
164357,2018-04-01,2018-06-01
164345,2016-08-01,2016-09-01
164324,2017-07-01,2017-09-01
164318,2017-06-01,2017-09-01
164306,2017-05-01,2017-07-01
164303,2017-03-01,2017-07-01
164294,2017-02-01,2017-04-01
164288,2019-01-01,2019-03-01
164285,2017-06-01,2017-08-01
164282,2016-04-01,2016-06-01
164261,2017-08-01,2017-09-01
164249,2018-02-01,2018-03-01
164243,2018-10-01,2019-02-01
164210,2018-03-01,2018-06-01
164195,2019-03-01,2019-06-01
164192,2019-01-01,2019-02-01
164186,2018-11-01,2019-02-01
164183,2016-07-01,2016-09-01
164180,2016-11-01,2017-01-01
164168,2016-08-01,2016-11-01
164165,2019-04-01,2019-05-01
164162,2017-12-01,2018-01-01
164159,2017-07-01,2017-10-01
164153,2016-10-01,2016-11-01
164147,2018-05-01,2018-06-01
164144,2018-06-01,2018-09-01
164141,2018-08-01,2018-12-01
164138,2016-10-01,2016-12-01
164132,2017-02-01,2017-05-01
164129,2018-07-01,2018-08-01
164099,2018-10-01,2019-01-01
164096,2017-03-01,2017-05-01
164084,2017-07-01,2017-10-01
164063,2016-12-01,2017-02-01
164060,2019-02-01,2019-03-01
164057,2019-05-01,2019-06-01
164048,2018-04-01,2018-08-01
164045,2017-03-01,2017-05-01
164039,2016-04-01,2016-08-01
164033,2019-07-01,2019-10-01
164030,2017-05-01,2017-09-01
164009,2017-08-01,2017-11-01
164003,2017-05-01,2017-06-01
164000,2018-12-01,2019-01-01
163991,2018-09-01,2018-12-01
163982,2017-11-01,2017-12-01
163970,2018-07-01,2018-10-01
163967,2018-05-01,2018-07-01
163940,2018-10-01,2018-11-01
163937,2018-01-01,2018-02-01
163934,2017-09-01,2017-12-01
163928,2017-11-01,2018-02-01
163916,2019-01-01,2019-04-01
163907,2019-03-01,2019-05-01
163904,2018-07-01,2018-11-01
163898,2017-04-01,2017-08-01
163880,2016-10-01,2017-02-01
163874,2017-03-01,2017-07-01
163865,2016-10-01,2016-12-01
163850,2017-06-01,2017-10-01
163838,2017-02-01,2017-06-01
163832,2017-05-01,2017-09-01
163820,2018-04-01,2018-05-01
163808,2017-10-01,2017-11-01
163799,2018-01-01,2018-05-01
163796,2017-08-01,2017-12-01
163793,2017-09-01,2017-12-01
163790,2019-02-01,2019-05-01
163784,2017-07-01,2017-11-01
163769,2018-12-01,2019-02-01
163766,2019-05-01,2019-08-01
163754,2017-05-01,2017-08-01
163745,2017-10-01,2018-02-01
163739,2017-05-01,2017-08-01
163709,2018-09-01,2019-01-01
163703,2019-04-01,2019-08-01
163697,2016-11-01,2017-01-01
163694,2018-12-01,2019-01-01
163691,2018-05-01,2018-06-01
163688,2017-06-01,2017-10-01
163676,2017-11-01,2018-02-01
163664,2018-06-01,2018-07-01
163661,2017-06-01,2017-09-01
163658,2016-07-01,2016-08-01
163649,2017-11-01,2018-02-01
163640,2017-11-01,2018-03-01
163637,2019-04-01,2019-08-01
163628,2017-12-01,2018-04-01
163625,2019-01-01,2019-02-01
163619,2018-07-01,2018-08-01
163616,2018-10-01,2019-01-01
163598,2018-06-01,2018-07-01
163595,2016-07-01,2016-09-01
163580,2019-03-01,2019-07-01
163574,2016-09-01,2016-10-01
163571,2018-12-01,2019-03-01
163559,2018-11-01,2018-12-01
163556,2019-02-01,2019-06-01
163550,2018-11-01,2018-12-01
163541,2018-03-01,2018-06-01
163529,2017-05-01,2017-07-01
163526,2017-12-01,2018-04-01
163511,2018-04-01,2018-07-01
163502,2016-11-01,2016-12-01
163487,2018-08-01,2018-10-01
163472,2017-11-01,2018-02-01
163463,2018-07-01,2018-09-01
163454,2017-03-01,2017-06-01
163439,2018-08-01,2018-09-01
163433,2018-04-01,2018-07-01
163430,2018-05-01,2018-08-01
163415,2017-02-01,2017-05-01
163412,2019-03-01,2019-06-01
163409,2018-05-01,2018-08-01
163406,2017-04-01,2017-06-01
163400,2016-09-01,2016-10-01
163394,2018-08-01,2018-12-01
163385,2018-12-01,2019-02-01
163379,2019-03-01,2019-06-01
163364,2018-07-01,2018-10-01
163361,2019-02-01,2019-05-01
163355,2018-10-01,2018-12-01
163340,2017-07-01,2017-10-01
163334,2017-03-01,2017-06-01
163331,2017-03-01,2017-04-01
163325,2018-05-01,2018-06-01
163322,2018-01-01,2018-03-01
163313,2017-03-01,2017-06-01
163307,2018-05-01,2018-08-01
163301,2017-03-01,2017-04-01
163298,2016-10-01,2016-12-01
163286,2018-10-01,2018-11-01
163280,2017-12-01,2018-03-01
163265,2019-01-01,2019-04-01
163259,2017-07-01,2017-10-01
163256,2017-10-01,2017-12-01
163250,2017-01-01,2017-03-01
163238,2018-08-01,2018-11-01
163229,2018-07-01,2018-11-01
163226,2019-03-01,2019-04-01
163217,2018-11-01,2018-12-01
163211,2018-10-01,2019-01-01
163202,2018-09-01,2018-11-01
163196,2017-02-01,2017-05-01
163190,2017-08-01,2017-11-01
