cust_id,gender,religion,employment,postal_code,birth_date,joined_ING_date,number_client_calls_to_ING,number_client_calls_from_ING
22489,M,U,Private Sector,20,1983-08-01,2014-08-01,2,1
22490,M,U,Public Sector,30,1985-02-01,2015-10-01,3,1
22491,M,U,Public Sector,50,1983-05-01,2016-02-01,0,0
22492,M,C,Public Sector,50,1986-08-01,2015-11-01,0,0
22493,M,M,Private Sector,60,1988-12-01,2013-07-01,0,0
22494,M,U,Private Sector,30,1988-12-01,2013-03-01,2,4
22495,F,M,Private Sector,50,1987-10-01,2015-03-01,4,4
22496,M,C,Private Sector,60,1987-07-01,2017-12-01,0,1
22497,M,U,Private Sector,30,1972-02-01,2015-07-01,2,7
22498,M,C,Public Sector,30,1980-01-01,2013-06-01,0,4
22499,M,O,Self-employed,10,1972-03-01,2012-07-01,4,0
22500,M,C,Private Sector,40,1995-02-01,2014-09-01,0,1
22501,M,C,Unemployed,20,1984-01-01,2013-02-01,0,0
22502,M,U,Unemployed,10,1994-08-01,2014-11-01,2,0
22503,F,C,Unemployed,50,1988-09-01,2013-11-01,5,4
22504,M,J,Public Sector,10,1983-12-01,2012-11-01,5,0
22505,F,C,Private Sector,50,1975-05-01,2014-03-01,0,0
22506,M,C,Unemployed,30,1983-06-01,2013-05-01,0,6
22507,M,U,Unemployed,10,1980-05-01,2012-04-01,0,7
22508,F,U,Public Sector,50,1987-07-01,2016-12-01,0,1
22509,M,O,Private Sector,30,1984-04-01,2014-08-01,5,0
22510,M,C,Unemployed,30,1974-02-01,2015-04-01,0,0
22511,M,C,Public Sector,10,1984-04-01,2014-07-01,3,0
22512,M,U,Public Sector,70,1989-10-01,2016-10-01,4,7
22513,M,C,Public Sector,30,1972-07-01,2014-05-01,5,7
22514,M,C,Unemployed,60,1984-08-01,2016-02-01,0,0
22515,M,U,Private Sector,70,1975-03-01,2014-03-01,4,0
22516,M,U,Private Sector,50,1982-11-01,2014-12-01,0,3
22517,F,O,Public Sector,10,1983-08-01,2015-08-01,0,1
22518,M,U,Unemployed,30,1979-03-01,2014-08-01,0,0
22519,M,U,Unemployed,30,1970-01-01,2014-03-01,5,0
22520,F,C,Private Sector,40,1990-05-01,2016-01-01,0,0
22521,M,C,Private Sector,50,1991-08-01,2016-11-01,1,1
22522,F,U,Self-employed,20,1974-10-01,2014-06-01,5,0
22523,M,C,Unemployed,40,1977-03-01,2014-02-01,0,0
22524,F,J,Private Sector,60,1983-11-01,2014-10-01,0,0
22525,M,C,Unemployed,10,1980-11-01,2016-12-01,5,7
22526,M,J,Public Sector,10,1984-09-01,2014-02-01,0,0
22527,M,M,Public Sector,80,1982-09-01,2015-12-01,0,0
22528,M,J,Private Sector,60,1981-02-01,2016-08-01,4,0
22529,F,J,Private Sector,40,1974-11-01,2013-12-01,3,0
22530,F,C,Unemployed,40,1991-12-01,2014-11-01,0,1
22531,M,U,Private Sector,50,1983-12-01,2017-03-01,3,4
22532,F,O,Unemployed,30,1971-05-01,2015-03-01,5,0
22533,M,C,Unemployed,30,1990-04-01,2017-06-01,0,3
22534,M,M,Private Sector,20,1981-05-01,2014-04-01,2,0
22535,M,U,Private Sector,20,1979-06-01,2015-11-01,0,0
22536,F,U,Public Sector,40,1982-01-01,2015-07-01,1,0
22537,M,U,Private Sector,60,1980-05-01,2015-08-01,2,4
22538,F,C,Self-employed,10,1985-02-01,2014-05-01,2,4
22539,F,U,Public Sector,40,1983-06-01,2013-06-01,3,0
22540,F,M,Public Sector,60,1985-07-01,2016-03-01,0,0
22541,M,U,Private Sector,30,1978-04-01,2015-10-01,2,1
22542,M,C,Private Sector,50,1976-12-01,2016-09-01,3,0
22543,M,C,Public Sector,80,1993-11-01,2013-07-01,1,0
22544,M,J,Private Sector,50,1980-08-01,2014-10-01,5,4
22545,F,C,Unemployed,40,1981-03-01,2013-05-01,1,0
22546,M,M,Unemployed,10,1974-09-01,2016-05-01,1,0
22547,M,U,Private Sector,30,1975-01-01,2012-10-01,1,4
22548,M,U,Private Sector,40,1983-04-01,2015-02-01,0,1
22549,F,U,Private Sector,30,1992-03-01,2014-09-01,0,0
22550,M,U,Public Sector,30,1980-01-01,2015-06-01,0,2
22551,F,M,Self-employed,50,1974-07-01,2014-07-01,5,2
22552,F,U,Public Sector,60,1982-07-01,2016-10-01,1,0
22553,M,U,Private Sector,50,1980-03-01,2013-05-01,0,2
22554,M,U,Private Sector,20,1980-09-01,2015-08-01,0,0
22555,M,U,Private Sector,40,1981-08-01,2015-06-01,3,0
22556,M,C,Public Sector,10,1978-08-01,2015-02-01,3,4
22557,M,O,Private Sector,10,1978-12-01,2015-03-01,0,0
22558,M,J,Public Sector,60,1993-11-01,2018-04-01,5,0
22559,M,U,Private Sector,40,1987-01-01,2015-01-01,0,7
22560,M,U,Unemployed,30,1976-05-01,2015-01-01,5,0
22561,M,U,Unemployed,30,1982-04-01,2014-01-01,1,0
22562,M,C,Public Sector,10,1971-02-01,2015-06-01,0,1
22563,F,U,Self-employed,30,1987-01-01,2013-02-01,0,0
22564,M,O,Public Sector,30,1979-07-01,2015-01-01,1,1
22565,M,U,Private Sector,10,1981-10-01,2014-11-01,4,7
22566,M,U,Unemployed,40,1976-02-01,2012-08-01,0,1
22567,M,C,Public Sector,30,1986-09-01,2017-08-01,0,1
22568,M,C,Private Sector,30,1974-07-01,2015-10-01,0,7
22569,M,J,Private Sector,10,1983-03-01,2013-11-01,0,0
22570,F,J,Private Sector,60,1985-12-01,2016-12-01,5,1
22571,M,M,Private Sector,30,1981-07-01,2017-07-01,0,0
22572,M,M,Private Sector,20,1972-06-01,2017-11-01,0,0
22573,F,U,Private Sector,70,1993-08-01,2016-05-01,0,0
22574,M,C,Private Sector,10,1992-04-01,2014-10-01,1,0
22575,F,U,Private Sector,80,1981-04-01,2015-09-01,0,5
22576,M,U,Private Sector,20,1979-02-01,2012-11-01,0,7
22577,M,M,Unemployed,10,1970-09-01,2014-08-01,0,0
22578,M,M,Private Sector,80,1979-03-01,2014-05-01,0,4
22579,M,U,Private Sector,30,1980-03-01,2016-07-01,4,4
22580,M,U,Unemployed,10,1965-11-01,2014-09-01,0,2
22581,M,U,Unemployed,50,1977-05-01,2014-12-01,0,4
22582,M,M,Private Sector,20,1976-09-01,2013-06-01,4,4
22583,M,J,Unemployed,70,1995-12-01,2015-05-01,4,1
22584,F,C,Public Sector,30,1982-09-01,2016-05-01,1,0
22585,F,M,Private Sector,50,1987-07-01,2016-08-01,3,4
22586,M,U,Private Sector,50,1976-05-01,2016-12-01,1,2
22587,F,M,Self-employed,10,1980-02-01,2015-03-01,1,1
22588,F,U,Private Sector,60,1975-05-01,2015-05-01,1,0
22589,F,M,Unemployed,10,1988-05-01,2014-05-01,0,0
22590,M,U,Private Sector,20,1985-11-01,2014-10-01,4,1
22591,M,C,Public Sector,50,1973-03-01,2012-06-01,0,0
22592,M,C,Private Sector,60,1984-04-01,2017-04-01,0,0
22593,F,C,Private Sector,30,1974-09-01,2015-05-01,2,0
22594,F,U,Unemployed,20,1987-11-01,2015-12-01,3,0
22595,M,U,Private Sector,20,1967-05-01,2015-09-01,3,3
22596,M,C,Private Sector,10,1987-11-01,2018-01-01,0,0
22597,F,C,Public Sector,20,1979-12-01,2016-10-01,0,0
22598,F,U,Private Sector,10,1976-11-01,2015-03-01,3,0
22599,F,C,Private Sector,70,1978-02-01,2015-03-01,1,1
22600,M,C,Public Sector,50,1983-10-01,2015-05-01,0,1
22601,M,U,Unemployed,40,1980-10-01,2016-11-01,0,2
22602,M,U,Private Sector,60,1980-06-01,2014-08-01,0,0
22603,M,J,Self-employed,40,1982-03-01,2014-07-01,0,0
22604,M,M,Self-employed,70,1975-03-01,2015-02-01,3,4
22605,M,J,Private Sector,60,1978-03-01,2016-04-01,3,0
22606,M,J,Private Sector,20,1974-09-01,2016-01-01,1,0
22607,M,U,Public Sector,10,1981-04-01,2013-04-01,3,0
22608,M,C,Private Sector,70,1981-12-01,2015-02-01,3,0
22609,F,M,Private Sector,40,1980-09-01,2016-03-01,0,0
22610,M,J,Private Sector,70,1977-02-01,2015-04-01,1,1
22611,M,U,Private Sector,20,1986-12-01,2012-12-01,1,0
22612,M,U,Unemployed,30,1988-11-01,2015-01-01,0,0
22613,F,C,Private Sector,10,1972-10-01,2018-01-01,1,0
22614,M,C,Self-employed,20,1966-01-01,2015-05-01,0,6
22615,M,C,Public Sector,40,1989-05-01,2015-08-01,0,4
22616,M,U,Private Sector,10,1982-02-01,2016-04-01,5,0
22617,M,U,Public Sector,20,1980-12-01,2017-05-01,3,0
22618,F,C,Public Sector,80,1978-05-01,2012-05-01,0,1
22619,M,U,Unemployed,40,1988-11-01,2018-05-01,3,4
22620,M,C,Private Sector,10,1996-08-01,2015-03-01,1,0
22621,M,O,Public Sector,60,1984-12-01,2013-06-01,5,4
22622,M,U,Public Sector,50,1983-01-01,2014-02-01,1,1
22623,M,O,Self-employed,10,1980-07-01,2016-01-01,2,6
22624,F,M,Private Sector,40,1978-01-01,2016-04-01,2,3
22625,M,M,Self-employed,10,1983-06-01,2015-05-01,0,2
22626,M,C,Unemployed,60,1977-09-01,2014-12-01,3,0
22627,M,U,Unemployed,50,1983-02-01,2017-06-01,0,1
22628,F,U,Private Sector,10,1984-07-01,2017-06-01,2,7
22629,M,O,Private Sector,50,1983-10-01,2015-04-01,2,1
22630,M,C,Unemployed,10,1986-04-01,2016-03-01,0,0
22631,M,J,Unemployed,30,1985-01-01,2016-11-01,3,0
22632,F,U,Public Sector,50,1987-12-01,2016-01-01,0,2
22633,M,U,Public Sector,40,1978-03-01,2014-02-01,1,3
22634,M,J,Unemployed,30,1988-07-01,2015-04-01,0,3
22635,F,C,Unemployed,30,1976-10-01,2012-11-01,0,0
22636,M,U,Public Sector,30,1975-10-01,2014-10-01,2,1
22637,M,O,Public Sector,70,1992-03-01,2016-03-01,0,1
22638,M,C,Self-employed,20,1989-04-01,2015-03-01,0,6
22639,F,M,Unemployed,40,1985-09-01,2015-09-01,0,1
22640,F,C,Public Sector,50,1980-07-01,2017-02-01,0,1
22641,F,C,Unemployed,30,1988-12-01,2015-05-01,3,1
22642,M,O,Self-employed,60,1985-05-01,2015-12-01,0,0
22643,M,U,Private Sector,10,1983-09-01,2014-02-01,2,3
22644,F,U,Private Sector,10,1989-09-01,2014-12-01,0,0
22645,F,M,Private Sector,10,1973-12-01,2015-03-01,2,1
22646,M,U,Public Sector,70,1971-09-01,2015-06-01,0,0
22647,M,C,Unemployed,30,1986-01-01,2017-04-01,4,4
22648,F,U,Private Sector,50,1985-03-01,2015-05-01,2,1
22649,M,J,Private Sector,50,1979-10-01,2015-05-01,0,1
22650,M,U,Public Sector,30,1979-02-01,2014-11-01,0,0
22651,M,M,Private Sector,70,1980-05-01,2015-05-01,0,0
22652,F,C,Self-employed,50,1978-01-01,2014-04-01,0,0
22653,M,U,Public Sector,20,1992-12-01,2013-11-01,0,1
22654,M,M,Public Sector,30,1979-12-01,2015-04-01,0,1
22655,F,C,Private Sector,30,1974-03-01,2017-05-01,2,6
22656,M,C,Public Sector,40,1995-03-01,2015-09-01,0,0
22657,M,J,Self-employed,20,1972-04-01,2013-03-01,1,0
22658,M,U,Self-employed,10,1975-01-01,2016-04-01,3,1
22659,F,C,Public Sector,20,1976-06-01,2012-11-01,3,0
22660,M,U,Unemployed,80,1971-05-01,2016-11-01,0,2
22661,F,U,Public Sector,60,1986-08-01,2014-12-01,5,0
22662,M,O,Unemployed,30,1985-03-01,2016-06-01,1,0
22663,F,U,Public Sector,30,1981-06-01,2015-11-01,1,0
22664,M,M,Private Sector,30,1986-09-01,2014-09-01,0,1
22665,M,U,Self-employed,80,1994-10-01,2016-07-01,1,6
22666,F,C,Unemployed,40,1987-12-01,2014-05-01,1,2
22667,M,U,Public Sector,10,1983-04-01,2013-04-01,0,0
22668,F,J,Unemployed,80,1985-11-01,2015-08-01,2,0
22669,M,U,Public Sector,20,1984-01-01,2017-07-01,2,0
22670,M,C,Private Sector,80,1980-04-01,2014-06-01,0,0
22671,M,U,Self-employed,50,1988-12-01,2015-03-01,0,0
22672,M,J,Public Sector,50,1988-06-01,2017-05-01,0,4
22673,M,U,Private Sector,70,1972-08-01,2013-10-01,0,4
22674,M,U,Public Sector,40,1993-12-01,2015-01-01,2,2
22675,M,U,Public Sector,30,1973-05-01,2016-12-01,3,6
22676,F,C,Private Sector,30,1991-11-01,2017-05-01,2,0
22677,M,C,Private Sector,60,1991-07-01,2015-02-01,0,0
22678,M,U,Public Sector,10,1990-04-01,2014-12-01,0,0
22679,M,U,Private Sector,50,1984-06-01,2015-09-01,0,0
22680,F,C,Private Sector,20,1988-12-01,2013-11-01,0,1
22681,M,O,Public Sector,60,1979-06-01,2013-12-01,0,1
22682,F,C,Private Sector,60,1981-11-01,2014-02-01,0,4
22683,F,U,Public Sector,30,1977-05-01,2014-05-01,0,0
22684,M,M,Private Sector,10,1968-04-01,2017-07-01,0,0
22685,F,O,Unemployed,10,1989-11-01,2015-12-01,2,0
22686,F,U,Public Sector,10,1975-01-01,2013-02-01,0,4
22687,M,U,Unemployed,20,1972-02-01,2014-03-01,0,0
22688,M,U,Private Sector,50,1980-09-01,2016-05-01,1,0
22689,F,C,Public Sector,70,1979-01-01,2015-09-01,0,0
22690,F,U,Private Sector,60,1980-12-01,2015-12-01,5,0
22691,M,U,Unemployed,20,1981-02-01,2013-07-01,1,0
22692,M,C,Unemployed,30,1981-05-01,2014-07-01,3,0
22693,F,J,Private Sector,30,1980-05-01,2013-12-01,1,4
22694,M,M,Unemployed,40,1986-07-01,2014-05-01,0,0
22695,M,M,Public Sector,50,1987-01-01,2013-12-01,0,0
22696,M,C,Private Sector,80,1978-07-01,2016-12-01,0,0
22697,M,M,Private Sector,30,1979-06-01,2015-01-01,5,1
22698,M,U,Self-employed,10,1973-08-01,2016-02-01,0,1
22699,M,J,Unemployed,80,1983-08-01,2015-08-01,0,4
22700,F,U,Private Sector,10,1978-07-01,2013-08-01,0,1
22701,M,C,Private Sector,60,1974-02-01,2017-08-01,0,4
22702,M,C,Self-employed,50,1995-08-01,2016-07-01,1,0
22703,M,O,Public Sector,10,1989-09-01,2015-11-01,3,2
22704,M,C,Private Sector,30,1991-11-01,2015-08-01,1,0
22705,M,U,Public Sector,70,1977-01-01,2016-03-01,0,0
22706,F,C,Self-employed,60,1975-06-01,2014-06-01,0,7
22707,M,U,Private Sector,20,1975-07-01,2015-09-01,0,2
22708,M,U,Private Sector,20,1974-12-01,2014-07-01,4,0
22709,M,U,Unemployed,10,1979-03-01,2016-06-01,0,1
22710,M,J,Unemployed,10,1987-09-01,2017-02-01,2,0
22711,M,C,Private Sector,30,1983-02-01,2012-03-01,5,0
22712,M,U,Public Sector,60,1969-05-01,2013-07-01,0,0
22713,M,C,Unemployed,10,1987-06-01,2015-09-01,0,0
22714,F,C,Public Sector,20,1969-11-01,2014-12-01,0,1
22715,M,O,Self-employed,50,1970-02-01,2013-10-01,0,4
22716,M,M,Unemployed,30,1972-07-01,2017-11-01,0,2
22717,M,U,Self-employed,30,1987-02-01,2014-08-01,0,2
22718,M,J,Public Sector,40,1983-12-01,2015-01-01,0,4
22719,M,U,Public Sector,30,1993-01-01,2013-02-01,1,0
22720,M,J,Private Sector,30,1982-07-01,2016-11-01,2,7
22721,M,U,Private Sector,10,1987-02-01,2012-04-01,1,1
22722,M,M,Private Sector,80,1973-11-01,2015-02-01,0,1
22723,M,C,Private Sector,20,1983-01-01,2013-09-01,2,0
22724,M,C,Private Sector,50,1981-01-01,2014-03-01,0,0
22725,M,C,Public Sector,30,1986-11-01,2014-08-01,2,2
22726,M,U,Private Sector,70,1983-10-01,2017-03-01,0,6
22727,M,J,Private Sector,30,1987-09-01,2014-03-01,0,1
22728,F,U,Private Sector,50,1980-06-01,2012-08-01,4,1
22729,M,M,Self-employed,30,1990-12-01,2017-01-01,4,1
22730,F,J,Unemployed,80,1991-06-01,2014-11-01,0,0
22731,M,M,Self-employed,10,1984-01-01,2014-07-01,0,1
22732,M,C,Private Sector,10,1977-05-01,2015-07-01,1,0
22733,M,U,Public Sector,60,1983-03-01,2012-06-01,1,0
22734,F,U,Unemployed,50,1982-10-01,2015-11-01,5,0
22735,M,C,Private Sector,30,1989-09-01,2017-08-01,0,0
22736,M,M,Private Sector,10,1984-09-01,2015-01-01,0,7
22737,F,U,Public Sector,30,1977-10-01,2018-03-01,0,0
22738,F,M,Private Sector,50,1977-07-01,2014-11-01,0,0
22739,F,U,Public Sector,50,1981-12-01,2017-01-01,1,0
22740,M,U,Unemployed,30,1979-06-01,2015-04-01,3,4
22741,M,U,Unemployed,20,1984-07-01,2014-09-01,0,0
22742,M,J,Private Sector,10,1983-06-01,2014-06-01,0,0
22743,F,C,Private Sector,30,1985-05-01,2013-05-01,0,0
22744,F,C,Public Sector,20,1981-12-01,2016-06-01,0,0
22745,M,U,Private Sector,40,1975-01-01,2015-01-01,0,0
22746,M,U,Public Sector,50,1985-09-01,2015-06-01,1,0
22747,M,U,Unemployed,70,1979-12-01,2017-06-01,0,3
22748,F,U,Unemployed,40,1983-03-01,2015-04-01,0,0
22749,M,C,Private Sector,50,1979-02-01,2013-11-01,1,0
22750,M,C,Private Sector,30,1970-04-01,2014-01-01,0,4
22751,M,O,Public Sector,30,1986-07-01,2017-04-01,3,0
22752,M,C,Public Sector,40,1973-09-01,2017-08-01,0,3
22753,M,U,Private Sector,80,1980-11-01,2016-05-01,0,0
22754,F,O,Private Sector,50,1985-08-01,2015-07-01,0,0
22755,M,C,Public Sector,20,1995-01-01,2014-10-01,1,2
22756,M,C,Public Sector,50,1982-03-01,2013-08-01,3,6
22757,M,U,Private Sector,50,1978-04-01,2013-06-01,5,0
22758,M,O,Public Sector,20,1978-05-01,2013-03-01,4,0
22759,M,O,Unemployed,60,1986-06-01,2016-05-01,0,2
22760,M,U,Private Sector,30,1986-10-01,2016-04-01,1,0
22761,F,C,Public Sector,60,1987-04-01,2014-01-01,2,1
22762,M,C,Unemployed,30,1982-05-01,2016-08-01,1,0
22763,M,U,Public Sector,40,1994-09-01,2015-01-01,0,4
22764,M,O,Self-employed,50,1976-05-01,2014-10-01,5,4
22765,F,U,Private Sector,30,1990-05-01,2015-01-01,0,0
22766,F,C,Public Sector,80,1986-03-01,2013-04-01,0,0
22767,F,O,Private Sector,50,1970-08-01,2012-10-01,1,1
22768,M,C,Public Sector,80,1979-06-01,2013-12-01,2,7
22769,M,U,Private Sector,30,1981-05-01,2014-10-01,3,4
22770,F,M,Public Sector,50,1982-08-01,2016-06-01,4,0
22771,M,J,Public Sector,40,1973-12-01,2014-12-01,0,2
22772,F,U,Public Sector,50,1979-12-01,2016-12-01,0,0
22773,M,C,Public Sector,30,1981-02-01,2016-02-01,0,4
22774,M,O,Private Sector,20,1978-10-01,2017-02-01,3,7
22775,M,C,Private Sector,50,1978-07-01,2012-09-01,0,2
22776,M,U,Private Sector,30,1980-09-01,2016-09-01,0,2
22777,M,U,Unemployed,70,1977-12-01,2018-03-01,0,0
22778,F,U,Private Sector,40,1991-01-01,2013-01-01,0,5
22779,M,M,Public Sector,60,1974-12-01,2015-01-01,2,1
22780,M,U,Private Sector,50,1971-05-01,2015-04-01,0,0
22781,M,J,Public Sector,60,1979-07-01,2012-11-01,4,1
22782,F,C,Public Sector,60,1987-07-01,2014-03-01,0,6
22783,M,M,Public Sector,60,1975-01-01,2014-07-01,5,5
22784,F,M,Private Sector,10,1987-03-01,2017-04-01,0,3
22785,F,U,Self-employed,50,1988-11-01,2015-05-01,0,1
22786,M,U,Private Sector,30,1981-10-01,2014-05-01,0,1
22787,M,O,Unemployed,60,1984-04-01,2014-06-01,0,4
22788,M,U,Public Sector,30,1978-04-01,2014-03-01,0,4
22789,M,C,Public Sector,20,1978-11-01,2017-10-01,0,1
22790,M,U,Unemployed,30,1981-07-01,2016-05-01,0,0
22791,M,U,Unemployed,10,1979-01-01,2013-10-01,1,4
22792,M,U,Public Sector,30,1973-08-01,2013-04-01,3,2
22793,M,U,Private Sector,10,1987-06-01,2015-08-01,0,1
22794,M,C,Unemployed,50,1979-07-01,2014-02-01,3,4
22795,M,C,Private Sector,30,1972-06-01,2012-12-01,1,0
22796,M,U,Private Sector,10,1986-12-01,2016-02-01,1,6
22797,F,U,Private Sector,10,1980-11-01,2015-05-01,0,1
22798,F,O,Self-employed,60,1975-06-01,2016-08-01,1,0
22799,M,M,Private Sector,80,1979-10-01,2017-11-01,3,0
22800,M,O,Public Sector,30,1991-09-01,2017-01-01,0,4
22801,F,U,Public Sector,10,1982-09-01,2014-11-01,2,4
22802,M,U,Unemployed,10,1979-04-01,2013-12-01,3,7
22803,M,U,Private Sector,80,1985-02-01,2015-03-01,0,0
22804,M,O,Private Sector,80,1990-12-01,2013-01-01,4,1
22805,M,O,Public Sector,20,1981-08-01,2016-03-01,0,0
22806,F,C,Private Sector,50,1984-05-01,2017-10-01,0,0
22807,M,U,Private Sector,30,1971-08-01,2013-06-01,1,0
22808,M,C,Private Sector,10,1986-10-01,2014-03-01,0,0
22809,M,U,Self-employed,30,1979-02-01,2014-03-01,0,0
22810,M,O,Private Sector,20,1982-06-01,2017-08-01,4,0
22811,M,U,Self-employed,70,1990-08-01,2015-08-01,0,0
22812,M,M,Private Sector,10,1974-02-01,2012-01-01,0,1
22813,M,J,Public Sector,30,1984-06-01,2017-06-01,0,0
22814,F,U,Public Sector,10,1986-10-01,2017-03-01,5,6
22815,M,C,Public Sector,10,1974-03-01,2014-12-01,0,0
22816,M,M,Private Sector,40,1978-09-01,2016-09-01,0,0
22817,F,J,Unemployed,10,1982-01-01,2016-12-01,0,0
22818,M,U,Unemployed,20,1978-06-01,2016-04-01,0,1
22819,F,U,Public Sector,30,1973-01-01,2016-04-01,0,2
22820,M,U,Public Sector,50,1984-04-01,2012-06-01,0,6
22821,M,C,Public Sector,40,1976-05-01,2014-11-01,0,0
22822,M,U,Private Sector,50,1982-03-01,2012-05-01,5,4
22823,F,M,Self-employed,70,1978-07-01,2015-01-01,1,1
22824,M,C,Self-employed,10,1974-09-01,2014-08-01,0,1
22825,F,O,Self-employed,30,1985-07-01,2014-08-01,2,0
22826,F,O,Private Sector,70,1990-02-01,2014-09-01,0,0
22827,F,U,Private Sector,30,1982-04-01,2015-02-01,1,6
22828,F,U,Private Sector,20,1982-08-01,2013-06-01,0,2
22829,F,C,Self-employed,10,1969-12-01,2017-10-01,5,0
22830,F,O,Public Sector,10,1987-06-01,2017-10-01,0,6
22831,M,C,Unemployed,40,1988-01-01,2015-05-01,0,0
22832,M,O,Private Sector,40,1979-06-01,2013-06-01,0,1
22833,M,U,Public Sector,60,1984-09-01,2015-12-01,0,0
22834,M,U,Private Sector,20,1991-10-01,2013-10-01,1,3
22835,M,C,Private Sector,80,1978-05-01,2015-09-01,0,0
22836,F,C,Private Sector,80,1980-05-01,2017-02-01,0,0
22837,M,O,Private Sector,20,1978-08-01,2016-01-01,0,0
22838,M,U,Private Sector,30,1986-07-01,2014-09-01,0,1
22839,F,C,Private Sector,10,1989-07-01,2012-12-01,3,0
22840,M,C,Private Sector,20,1983-06-01,2014-04-01,0,0
22841,M,C,Private Sector,10,1975-02-01,2015-08-01,3,4
22842,M,C,Private Sector,60,1987-08-01,2016-05-01,3,6
22843,M,U,Public Sector,20,1975-05-01,2014-05-01,3,4
22844,M,C,Private Sector,40,1984-02-01,2014-08-01,5,1
22845,M,C,Public Sector,10,1971-11-01,2016-04-01,0,0
22846,M,U,Public Sector,70,1983-02-01,2015-04-01,2,1
22847,F,C,Private Sector,60,1981-05-01,2013-03-01,3,0
22848,F,U,Public Sector,50,1979-06-01,2016-12-01,0,0
22849,M,O,Public Sector,30,1977-02-01,2013-01-01,2,0
22850,M,J,Self-employed,20,1982-01-01,2016-04-01,0,2
22851,M,C,Private Sector,60,1989-08-01,2017-08-01,0,0
22852,M,U,Private Sector,60,1976-01-01,2015-09-01,5,0
22853,F,M,Public Sector,10,1975-01-01,2013-04-01,2,0
22854,M,U,Unemployed,30,1990-11-01,2016-06-01,0,7
22855,M,U,Private Sector,20,1981-10-01,2015-05-01,1,2
22856,M,C,Unemployed,60,1983-05-01,2014-12-01,0,0
22857,F,C,Private Sector,30,1985-03-01,2013-06-01,1,2
22858,M,J,Private Sector,50,1996-05-01,2016-03-01,0,0
22859,M,U,Private Sector,40,1974-09-01,2014-01-01,1,0
22860,M,O,Unemployed,30,1984-08-01,2017-09-01,4,0
22861,F,U,Public Sector,80,1979-10-01,2016-11-01,4,1
22862,F,U,Unemployed,30,1992-07-01,2015-12-01,1,1
22863,M,J,Self-employed,30,1985-03-01,2016-03-01,3,0
22864,F,C,Private Sector,80,1978-04-01,2016-10-01,0,0
22865,F,C,Private Sector,30,1987-09-01,2013-12-01,0,1
22866,F,U,Unemployed,30,1985-01-01,2017-07-01,5,0
22867,M,U,Private Sector,40,1982-02-01,2017-03-01,0,1
22868,M,O,Private Sector,50,1971-10-01,2014-09-01,0,6
22869,M,O,Public Sector,30,1984-07-01,2013-12-01,1,2
22870,M,C,Private Sector,30,1981-05-01,2015-12-01,3,0
22871,M,U,Public Sector,60,1992-08-01,2013-11-01,2,0
22872,M,U,Private Sector,10,1988-02-01,2017-05-01,3,0
22873,M,C,Public Sector,60,1991-09-01,2017-07-01,1,1
22874,M,U,Self-employed,10,1990-05-01,2016-10-01,0,4
22875,M,C,Private Sector,60,1967-04-01,2016-10-01,0,1
22876,M,U,Private Sector,80,1986-11-01,2015-09-01,0,1
22877,M,U,Private Sector,30,1983-02-01,2014-01-01,0,0
22878,F,O,Public Sector,20,1981-04-01,2014-04-01,0,4
22879,M,U,Self-employed,40,1980-02-01,2012-08-01,0,0
22880,M,U,Public Sector,10,1980-02-01,2015-12-01,5,0
22881,M,J,Self-employed,60,1973-07-01,2013-03-01,0,0
22882,M,M,Private Sector,10,1978-10-01,2015-02-01,0,0
22883,M,C,Private Sector,30,1982-03-01,2016-07-01,1,1
22884,M,M,Public Sector,30,1991-09-01,2016-02-01,0,4
22885,M,O,Private Sector,30,1977-12-01,2016-06-01,0,0
22886,M,C,Unemployed,50,1984-05-01,2013-05-01,0,0
22887,M,U,Private Sector,50,1982-04-01,2016-02-01,0,4
22888,M,U,Unemployed,30,1986-11-01,2015-03-01,3,0
22889,M,C,Public Sector,10,1979-01-01,2015-01-01,3,3
22890,M,C,Public Sector,40,1984-01-01,2014-02-01,5,2
22891,M,U,Unemployed,50,1989-08-01,2016-03-01,0,0
22892,F,U,Private Sector,40,1979-09-01,2012-08-01,0,1
22893,M,U,Unemployed,20,1982-03-01,2014-04-01,1,0
22894,M,C,Public Sector,60,1982-01-01,2016-10-01,1,1
22895,M,C,Private Sector,30,1976-09-01,2015-08-01,1,4
22896,M,C,Private Sector,20,1981-10-01,2013-02-01,0,6
22897,M,U,Public Sector,30,1984-05-01,2013-08-01,0,7
22898,M,J,Private Sector,60,1981-11-01,2017-09-01,2,0
22899,M,J,Self-employed,30,1984-02-01,2013-04-01,4,7
22900,M,M,Unemployed,20,1976-09-01,2012-12-01,0,0
22901,F,O,Public Sector,20,1982-12-01,2016-05-01,0,4
22902,F,U,Self-employed,20,1988-02-01,2015-05-01,2,0
22903,M,C,Unemployed,60,1979-11-01,2014-01-01,0,1
22904,F,U,Public Sector,30,1968-10-01,2017-10-01,2,0
22905,M,C,Private Sector,70,1983-01-01,2016-06-01,0,0
22906,M,U,Private Sector,50,1978-02-01,2015-01-01,0,4
22907,F,U,Private Sector,60,1992-07-01,2015-07-01,0,0
22908,F,U,Public Sector,80,1987-07-01,2014-06-01,2,1
22909,F,M,Private Sector,10,1985-05-01,2014-03-01,1,1
22910,M,U,Private Sector,20,1985-03-01,2015-10-01,0,0
